Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7882      0.61        1.25    0.065006     0.019     0.062    73.658    23.209    0b1111    20190529T102806935594
  120      -4.6350      0.00        0.00    0.062750     0.000     0.000    73.865    23.209    0b1111    20190529T102807896723
  110      -4.2475      0.00        0.00    0.057125     0.000     0.000    74.354    23.209    0b1111    20190529T102808855679
  100      -3.8612      0.00        0.00    0.051500     0.000     0.000    74.976    23.240    0b1111    20190529T102809814165
   90      -3.4750      0.00        0.00    0.045875     0.000     0.000    75.749    23.209    0b1111    20190529T102810776672
   80      -3.0888      0.00        0.00    0.040250     0.000     0.000    76.739    23.240    0b1111    20190529T102811735783
   70      -2.7025      0.00        0.00    0.034625     0.000     0.000    78.051    23.240    0b1111    20190529T102812694416
   60      -2.3137      0.00        0.00    0.029000     0.000     0.000    79.784    23.240    0b1111    20190529T102813652471
   50      -1.9282      0.61        1.25    0.023431     0.019     0.063    82.294    23.209    0b1111    20190529T102814612965
   40      -1.5425      0.00        0.00    0.017813     0.000     0.000    86.596    23.272    0b1111    20190529T102815570822
   30      -1.1574      0.37        1.25    0.012250     0.000     0.000    94.480    23.209    0b1111    20190529T102816530831
   20      -0.7713      0.00        0.00    0.006688     0.000     0.000   115.327    23.240    0b1111    20190529T102817489361
   10      -0.3856      0.62        1.25    0.001125     0.000     0.000   342.778    23.240    0b1111    20190529T102818452046
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    23.240    0b1111    20190529T102819413043
