Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7912      0.00        0.00    0.074137     0.025     0.063    64.627    24.160    0b1001    20190528T150832017291
  120      -4.5788      0.00        0.00    0.070500     0.000     0.000    64.947    24.192    0b1001    20190528T150832979933
  110      -4.1954      0.57        1.25    0.064000     0.000     0.000    65.553    24.192    0b1001    20190528T150833943368
  100      -3.8137      0.00        0.00    0.057531     0.031     0.062    66.290    24.192    0b1001    20190528T150834910521
   90      -3.4325      0.00        0.00    0.051062     0.000     0.000    67.222    24.223    0b1001    20190528T150835874353
   80      -3.0505      0.61        1.25    0.044575     0.025     0.063    68.435    24.192    0b1001    20190528T150836833075
   70      -2.6687      0.00        0.00    0.038125     0.000     0.000    70.000    24.223    0b1001    20190528T150837790522
   60      -2.2840      0.50        1.25    0.031625     0.000     0.000    72.221    24.223    0b1001    20190528T150838746016
   50      -1.9025      0.00        0.00    0.025188     0.000     0.000    75.533    24.192    0b1001    20190528T150839705283
   40      -1.5202      0.50        1.25    0.018712     0.031     0.062    81.242    24.223    0b1001    20190528T150840661860
   30      -1.1387      0.00        0.00    0.012288     0.031     0.063    92.675    24.223    0b1001    20190528T150841619129
   20      -0.7575      0.00        0.00    0.005900     0.031     0.063   128.390    24.223    0b1001    20190528T150842581102
   10      -0.3759      0.57        1.25    0.000000     0.000     0.000     1.000    24.223    0b1001    20190528T150843542595
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.255    0b1001    20190528T150844502830
