Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7803      0.50        1.25    0.071000     0.000     0.000    67.327    25.650     0b111    20190625T152133209082
  120      -4.7025      0.00        0.00    0.069875     0.000     0.000    67.299    25.650     0b111    20190625T152134177183
  110      -4.3100      0.00        0.00    0.064438     0.000     0.000    66.887    25.650     0b111    20190625T152135146480
  100      -3.9175      0.00        0.00    0.059063     0.000     0.000    66.328    25.650     0b111    20190625T152136109959
   90      -3.5275      0.00        0.00    0.053663     0.031     0.063    65.735    25.650     0b111    20190625T152137076445
   80      -3.1350      0.00        0.00    0.048269     0.029     0.063    64.949    25.682     0b111    20190625T152138043706
   70      -2.7428      0.50        1.25    0.042881     0.019     0.063    63.962    25.682     0b111    20190625T152139002578
   60      -2.3487      0.00        0.00    0.037475     0.031     0.063    62.675    25.650     0b111    20190625T152139965214
   50      -1.9564      0.37        1.25    0.032125     0.000     0.000    60.899    25.650     0b111    20190625T152140932424
   40      -1.5650      0.00        0.00    0.026750     0.000     0.000    58.505    25.650     0b111    20190625T152141896382
   30      -1.1725      0.00        0.00    0.021375     0.000     0.000    54.854    25.618     0b111    20190625T152142855643
   20      -0.7800      0.00        0.00    0.016063     0.000     0.000    48.560    25.618     0b111    20190625T152143814713
   10      -0.3875      0.00        0.00    0.010688     0.000     0.000    36.257    25.650     0b111    20190625T152144778865
    0      -0.0000      0.00        0.00    0.005312     0.000     0.000    -0.000    25.618     0b111    20190625T152145744707
