Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7812      0.00        0.00    0.059000     0.000     0.000    81.038    25.016       0b0    20190606T163336944298
  120      -4.5065      0.50        1.25    0.056094     0.031     0.063    80.339    25.016       0b0    20190606T163337902243
  110      -4.1300      0.00        0.00    0.052125     0.000     0.000    79.233    25.016       0b0    20190606T163338860631
  100      -3.7550      0.00        0.00    0.048188     0.000     0.000    77.925    25.016       0b0    20190606T163339818960
   90      -3.3800      0.00        0.00    0.044250     0.000     0.000    76.384    25.016       0b0    20190606T163340779436
   80      -3.0038      0.00        0.00    0.040312     0.000     0.000    74.512    24.984       0b0    20190606T163341740458
   70      -2.6275      0.00        0.00    0.036375     0.000     0.000    72.234    25.016       0b0    20190606T163342701810
   60      -2.2500      0.00        0.00    0.032438     0.000     0.000    69.364    25.016       0b0    20190606T163343658036
   50      -1.8739      0.37        1.25    0.028500     0.000     0.000    65.750    24.984       0b0    20190606T163344622048
   40      -1.4987      0.00        0.00    0.024562     0.000     0.000    61.018    24.984       0b0    20190606T163345589303
   30      -1.1237      0.00        0.00    0.020688     0.000     0.000    54.320    24.984       0b0    20190606T163346555772
   20      -0.7475      0.00        0.00    0.016813     0.000     0.000    44.461    24.984       0b0    20190606T163347528277
   10      -0.3725      0.00        0.00    0.012875     0.000     0.000    28.932    24.984       0b0    20190606T163348497597
    0      -0.0000      0.00        0.00    0.008937     0.000     0.000    -0.000    24.984       0b0    20190606T163349458455
