Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7575      0.00        0.00    0.071562     0.000     0.000    66.480    28.440    0b1111    20190610T112357412858
  120      -4.6500      0.00        0.00    0.069994     0.019     0.063    66.435    28.503    0b1111    20190610T112358375728
  110      -4.2613      0.00        0.00    0.064294     0.029     0.063    66.278    28.503    0b1111    20190610T112359334747
  100      -3.8738      0.00        0.00    0.058606     0.029     0.063    66.098    28.503    0b1111    20190610T112400293596
   90      -3.4875      0.00        0.00    0.052938     0.000     0.000    65.880    28.503    0b1111    20190610T112401252541
   80      -3.1000      0.00        0.00    0.047250     0.000     0.000    65.608    28.503    0b1111    20190610T112402212937
   70      -2.7125      0.00        0.00    0.041563     0.000     0.000    65.263    28.535    0b1111    20190610T112403172421
   60      -2.3224      0.38        1.25    0.035863     0.025     0.063    64.758    28.503    0b1111    20190610T112404134763
   50      -1.9341      0.57        1.25    0.030181     0.019     0.062    64.084    28.535    0b1111    20190610T112405092529
   40      -1.5463      0.00        0.00    0.024500     0.000     0.000    63.112    28.535    0b1111    20190610T112406051900
   30      -1.1587      0.00        0.00    0.018813     0.000     0.000    61.595    28.535    0b1111    20190610T112407010613
   20      -0.7713      0.00        0.00    0.013188     0.000     0.000    58.483    28.535    0b1111    20190610T112407971098
   10      -0.3838      0.00        0.00    0.007500     0.000     0.000    51.167    28.567    0b1111    20190610T112408928569
    0      -0.0000      0.00        0.00    0.001875     0.000     0.000    -0.000    28.535    0b1111    20190610T112409889573
