Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7725      0.00        0.00    0.073562     0.000     0.000    64.877    23.906    0b1001    20190619T145111459809
  120      -4.7602      0.50        1.25    0.073350     0.031     0.062    64.898    23.906    0b1001    20190619T145112425992
  110      -4.3813      0.00        0.00    0.066869     0.019     0.063    65.520    23.906    0b1001    20190619T145113392098
  100      -3.9825      0.00        0.00    0.060063     0.000     0.000    66.306    23.938    0b1001    20190619T145114357381
   90      -3.5838      0.00        0.00    0.053250     0.000     0.000    67.300    23.906    0b1001    20190619T145115316220
   80      -3.1850      0.00        0.00    0.046500     0.000     0.000    68.495    23.906    0b1001    20190619T145116281978
   70      -2.7850      0.00        0.00    0.039687     0.000     0.000    70.173    23.906    0b1001    20190619T145117242861
   60      -2.3837      0.00        0.00    0.032875     0.000     0.000    72.510    23.938    0b1001    20190619T145118207437
   50      -1.9862      0.00        0.00    0.026125     0.000     0.000    76.029    23.938    0b1001    20190619T145119176083
   40      -1.5888      0.00        0.00    0.019375     0.000     0.000    82.000    23.938    0b1001    20190619T145120146387
   30      -1.1912      0.00        0.00    0.012625     0.000     0.000    94.356    23.938    0b1001    20190619T145121111523
   20      -0.7925      0.00        0.00    0.005875     0.000     0.000   134.894    23.938    0b1001    20190619T145122078147
   10      -0.3937      0.00        0.00    0.000000     0.000     0.000     1.000    23.938    0b1001    20190619T145123045134
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    23.938    0b1001    20190619T145124007851
