Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7725      0.00        0.00    0.077800     0.025     0.063    61.343    25.904    0b1111    20190613T171110622994
  120      -4.6613      0.00        0.00    0.076125     0.000     0.000    61.232    25.935    0b1111    20190613T171111580723
  110      -4.2713      0.00        0.00    0.070362     0.025     0.062    60.703    25.935    0b1111    20190613T171112538782
  100      -3.8825      0.00        0.00    0.064619     0.019     0.063    60.083    25.935    0b1111    20190613T171113498417
   90      -3.4950      0.00        0.00    0.058875     0.000     0.000    59.363    25.967    0b1111    20190613T171114456372
   80      -3.1062      0.00        0.00    0.053125     0.000     0.000    58.471    25.967    0b1111    20190613T171115413148
   70      -2.7175      0.00        0.00    0.047375     0.000     0.000    57.361    25.967    0b1111    20190613T171116369508
   60      -2.3263      0.00        0.00    0.041563     0.000     0.000    55.970    25.967    0b1111    20190613T171117328617
   50      -1.9375      0.00        0.00    0.035813     0.000     0.000    54.101    25.935    0b1111    20190613T171118294647
   40      -1.5488      0.00        0.00    0.030069     0.019     0.063    51.507    25.935    0b1111    20190613T171119264621
   30      -1.1600      0.00        0.00    0.024313     0.000     0.000    47.712    25.967    0b1111    20190613T171120230682
   20      -0.7713      0.00        0.00    0.018625     0.000     0.000    41.409    25.967    0b1111    20190613T171121192529
   10      -0.3825      0.00        0.00    0.012850     0.031     0.063    29.767    25.967    0b1111    20190613T171122153804
    0      -0.0000      0.00        0.00    0.007063     0.000     0.000    -0.000    25.967    0b1111    20190613T171123115616
