Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7788      0.00        0.00    0.057000     0.000     0.000    83.838    23.970     0b111    20190410T112726570740
  120      -4.7049      0.37        1.25    0.056000     0.000     0.000    84.016    24.001     0b111    20190410T112727526884
  110      -4.3113      0.00        0.00    0.050625     0.000     0.000    85.160    24.001     0b111    20190410T112728481078
  100      -3.9188      0.00        0.00    0.045250     0.000     0.000    86.602    24.001     0b111    20190410T112729434593
   90      -3.5264      0.37        1.25    0.039938     0.000     0.000    88.297    24.001     0b111    20190410T112730389707
   80      -3.1339      0.38        1.25    0.034563     0.000     0.000    90.673    24.033     0b111    20190410T112731346444
   70      -2.7413      0.00        0.00    0.029250     0.000     0.000    93.718    24.033     0b111    20190410T112732301802
   60      -2.3463      0.00        0.00    0.023875     0.000     0.000    98.272    24.033     0b111    20190410T112733258542
   50      -1.9537      0.00        0.00    0.018563     0.000     0.000   105.253    24.001     0b111    20190410T112734212728
   40      -1.5621      0.57        1.25    0.013250     0.000     0.000   117.896    24.001     0b111    20190410T112735171632
   30      -1.1700      0.00        0.00    0.007938     0.000     0.000   147.402    24.033     0b111    20190410T112736127135
   20      -0.7775      0.00        0.00    0.002687     0.000     0.000   289.302    24.033     0b111    20190410T112737081811
   10      -0.3862      0.00        0.00    0.000000     0.000     0.000     1.000    24.033     0b111    20190410T112738038184
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.001     0b111    20190410T112738995653
