Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7528      0.50        1.25    0.074475     0.031     0.062    63.817    24.762    0b1001    20190910T173417126046
  120      -4.6375      0.00        0.00    0.072500     0.000     0.000    63.966    24.762    0b1001    20190910T173418090436
  110      -4.2493      0.61        1.25    0.065937     0.000     0.000    64.444    24.731    0b1001    20190910T173419056191
  100      -3.8625      0.00        0.00    0.059394     0.029     0.063    65.032    24.762    0b1001    20190910T173420018864
   90      -3.4763      0.00        0.00    0.052875     0.000     0.000    65.745    24.762    0b1001    20190910T173420977512
   80      -3.0900      0.00        0.00    0.046319     0.019     0.063    66.712    24.794    0b1001    20190910T173421944834
   70      -2.7030      0.61        1.25    0.039813     0.000     0.000    67.893    24.762    0b1001    20190910T173422910855
   60      -2.3137      0.00        0.00    0.033250     0.000     0.000    69.586    24.762    0b1001    20190910T173423874970
   50      -1.9275      0.00        0.00    0.026750     0.000     0.000    72.056    24.762    0b1001    20190910T173424836037
   40      -1.5413      0.00        0.00    0.020244     0.019     0.063    76.135    24.762    0b1001    20190910T173425800060
   30      -1.1557      0.61        1.25    0.013719     0.031     0.063    84.246    24.762    0b1001    20190910T173426761924
   20      -0.7699      0.37        1.25    0.007250     0.000     0.000   106.190    24.794    0b1001    20190910T173427730810
   10      -0.3838      0.00        0.00    0.000769     0.029     0.063   499.187    24.794    0b1001    20190910T173428696799
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.794    0b1001    20190910T173429663239
