Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7588      0.00        0.00    0.066656     0.031     0.062    71.392    28.535     0b111    20190610T111538516266
  120      -4.6500      0.00        0.00    0.065125     0.000     0.000    71.401    28.535     0b111    20190610T111539473830
  110      -4.2613      0.00        0.00    0.059862     0.025     0.062    71.184    28.503     0b111    20190610T111540432951
  100      -3.8738      0.00        0.00    0.054562     0.000     0.000    70.997    28.535     0b111    20190610T111541393162
   90      -3.4875      0.00        0.00    0.049300     0.025     0.063    70.740    28.535     0b111    20190610T111542351390
   80      -3.1000      0.00        0.00    0.044000     0.000     0.000    70.455    28.535     0b111    20190610T111543310034
   70      -2.7124      0.37        1.25    0.038750     0.000     0.000    69.997    28.567     0b111    20190610T111544268258
   60      -2.3225      0.00        0.00    0.033438     0.000     0.000    69.458    28.535     0b111    20190610T111545226879
   50      -1.9340      0.50        1.25    0.028131     0.019     0.062    68.749    28.535     0b111    20190610T111546183467
   40      -1.5463      0.00        0.00    0.022875     0.000     0.000    67.596    28.599     0b111    20190610T111547141240
   30      -1.1587      0.00        0.00    0.017625     0.000     0.000    65.745    28.567     0b111    20190610T111548098185
   20      -0.7713      0.00        0.00    0.012375     0.000     0.000    62.323    28.535     0b111    20190610T111549055426
   10      -0.3838      0.00        0.00    0.007125     0.000     0.000    53.860    28.535     0b111    20190610T111550013905
    0      -0.0000      0.00        0.00    0.001850     0.031     0.063    -0.000    28.567     0b111    20190610T111550971915
