Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7275      0.00        0.00    0.063750     0.000     0.000    74.157    24.889     0b111    20190606T165053203858
  120      -4.5796      0.57        1.25    0.061688     0.000     0.000    74.239    24.889     0b111    20190606T165054164266
  110      -4.1963      0.00        0.00    0.056406     0.031     0.063    74.393    24.889     0b111    20190606T165055122234
  100      -3.8150      0.00        0.00    0.051125     0.000     0.000    74.621    24.921     0b111    20190606T165056082251
   90      -3.4337      0.00        0.00    0.045875     0.000     0.000    74.850    24.921     0b111    20190606T165057050460
   80      -3.0514      0.38        1.25    0.040569     0.019     0.063    75.215    24.921     0b111    20190606T165058019953
   70      -2.6700      0.00        0.00    0.035313     0.000     0.000    75.611    24.921     0b111    20190606T165058992416
   60      -2.2850      0.00        0.00    0.030019     0.029     0.063    76.119    24.921     0b111    20190606T165059956415
   50      -1.9038      0.00        0.00    0.024750     0.000     0.000    76.919    24.921     0b111    20190606T165100915343
   40      -1.5225      0.00        0.00    0.019500     0.000     0.000    78.077    24.921     0b111    20190606T165101874574
   30      -1.1412      0.00        0.00    0.014250     0.000     0.000    80.088    24.952     0b111    20190606T165102832419
   20      -0.7589      0.37        1.25    0.009062     0.000     0.000    83.738    24.921     0b111    20190606T165103790955
   10      -0.3788      0.00        0.00    0.003812     0.000     0.000    99.344    24.921     0b111    20190606T165104748267
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.921     0b111    20190606T165105706269
