Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7710      0.50        1.25    0.078394     0.029     0.063    60.859    24.160    0b1001    20190416T132417237681
  120      -4.6875      0.00        0.00    0.076938     0.000     0.000    60.926    24.160    0b1001    20190416T132418192857
  110      -4.2961      0.37        1.25    0.070250     0.000     0.000    61.155    24.160    0b1001    20190416T132419149843
  100      -3.9050      0.00        0.00    0.063562     0.000     0.000    61.436    24.160    0b1001    20190416T132420101138
   90      -3.5150      0.00        0.00    0.056875     0.000     0.000    61.802    24.160    0b1001    20190416T132421054938
   80      -3.1239      0.37        1.25    0.050187     0.000     0.000    62.244    24.160    0b1001    20190416T132422009299
   70      -2.7334      0.57        1.25    0.043500     0.000     0.000    62.836    24.192    0b1001    20190416T132422963534
   60      -2.3400      0.00        0.00    0.036813     0.000     0.000    63.565    24.192    0b1001    20190416T132423919184
   50      -1.9500      0.00        0.00    0.030156     0.031     0.062    64.663    24.160    0b1001    20190416T132424875895
   40      -1.5588      0.00        0.00    0.023500     0.000     0.000    66.330    24.160    0b1001    20190416T132425830777
   30      -1.1675      0.00        0.00    0.016813     0.000     0.000    69.442    24.192    0b1001    20190416T132426789850
   20      -0.7765      0.50        1.25    0.010188     0.000     0.000    76.221    24.192    0b1001    20190416T132427747831
   10      -0.3850      0.00        0.00    0.003563     0.000     0.000   108.070    24.160    0b1001    20190416T132428703566
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.160    0b1001    20190416T132429660676
