Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7575      0.00        0.00    0.071144     0.029     0.062    66.872    26.094    0b1111    20190613T162209427981
  120      -4.5763      0.00        0.00    0.068463     0.031     0.062    66.843    26.126    0b1111    20190613T162210385628
  110      -4.1938      0.00        0.00    0.062875     0.000     0.000    66.700    26.126    0b1111    20190613T162211344611
  100      -3.8125      0.00        0.00    0.057313     0.000     0.000    66.521    26.094    0b1111    20190613T162212301822
   90      -3.4312      0.00        0.00    0.051750     0.000     0.000    66.304    26.126    0b1111    20190613T162213258840
   80      -3.0500      0.00        0.00    0.046187     0.000     0.000    66.035    26.126    0b1111    20190613T162214219459
   70      -2.6687      0.00        0.00    0.040625     0.000     0.000    65.692    26.126    0b1111    20190613T162215179799
   60      -2.2850      0.00        0.00    0.035019     0.029     0.063    65.251    26.126    0b1111    20190613T162216139164
   50      -1.9038      0.00        0.00    0.029494     0.019     0.063    64.548    26.126    0b1111    20190613T162217098661
   40      -1.5225      0.00        0.00    0.023931     0.019     0.063    63.620    26.126    0b1111    20190613T162218055618
   30      -1.1412      0.00        0.00    0.018350     0.031     0.062    62.193    26.157    0b1111    20190613T162219015172
   20      -0.7600      0.00        0.00    0.012813     0.000     0.000    59.317    26.157    0b1111    20190613T162219975240
   10      -0.3788      0.00        0.00    0.007262     0.025     0.063    52.151    26.157    0b1111    20190613T162220932586
    0      -0.0000      0.00        0.00    0.001719     0.031     0.063    -0.000    26.126    0b1111    20190613T162221892574
