Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7973      0.50        1.25    0.048250     0.000     0.000    99.425    23.589       0b0    20190528T114840762048
  120      -4.7600      0.00        0.00    0.047875     0.000     0.000    99.426    23.589       0b0    20190528T114841720271
  110      -4.3638      0.00        0.00    0.043731     0.029     0.062    99.786    23.589       0b0    20190528T114842678595
  100      -3.9675      0.00        0.00    0.039563     0.000     0.000   100.284    23.589       0b0    20190528T114843637885
   90      -3.5724      0.38        1.25    0.035438     0.000     0.000   100.808    23.557       0b0    20190528T114844599229
   80      -3.1750      0.00        0.00    0.031288     0.031     0.063   101.478    23.557       0b0    20190528T114845561446
   70      -2.7775      0.00        0.00    0.027125     0.000     0.000   102.396    23.557       0b0    20190528T114846519326
   60      -2.3788      0.00        0.00    0.023000     0.000     0.000   103.424    23.557       0b0    20190528T114847479559
   50      -1.9836      0.37        1.25    0.018875     0.000     0.000   105.093    23.557       0b0    20190528T114848439043
   40      -1.5875      0.00        0.00    0.014750     0.000     0.000   107.627    23.557       0b0    20190528T114849396985
   30      -1.1912      0.00        0.00    0.010625     0.000     0.000   112.118    23.557       0b0    20190528T114850354644
   20      -0.7938      0.00        0.00    0.006563     0.000     0.000   120.952    23.557       0b0    20190528T114851311894
   10      -0.3975      0.00        0.00    0.002437     0.000     0.000   163.077    23.526       0b0    20190528T114852270480
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    23.557       0b0    20190528T114853227173
