Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7687      0.00        0.00    0.074125     0.000     0.000    64.334    24.287    0b1111    20190617T113114151757
  120      -4.5088      0.00        0.00    0.070312     0.000     0.000    64.124    24.287    0b1111    20190617T113115113858
  110      -4.1313      0.00        0.00    0.064750     0.000     0.000    63.803    24.318    0b1111    20190617T113116074842
  100      -3.7563      0.00        0.00    0.059250     0.000     0.000    63.397    24.318    0b1111    20190617T113117038471
   90      -3.3800      0.00        0.00    0.053750     0.000     0.000    62.884    24.318    0b1111    20190617T113117999561
   80      -3.0039      0.37        1.25    0.048250     0.000     0.000    62.256    24.318    0b1111    20190617T113118962230
   70      -2.6275      0.00        0.00    0.042744     0.019     0.062    61.471    24.350    0b1111    20190617T113119924787
   60      -2.2488      0.00        0.00    0.037194     0.019     0.063    60.460    24.318    0b1111    20190617T113120886512
   50      -1.8738      0.00        0.00    0.031731     0.029     0.063    59.051    24.318    0b1111    20190617T113121848965
   40      -1.4980      0.61        1.25    0.026250     0.000     0.000    57.067    24.318    0b1111    20190617T113122813608
   30      -1.1225      0.00        0.00    0.020750     0.000     0.000    54.096    24.318    0b1111    20190617T113123777107
   20      -0.7475      0.00        0.00    0.015313     0.000     0.000    48.816    24.318    0b1111    20190617T113124739829
   10      -0.3725      0.00        0.00    0.009813     0.000     0.000    37.962    24.318    0b1111    20190617T113125702512
    0      -0.0000      0.00        0.00    0.004319     0.019     0.063    -0.000    24.318    0b1111    20190617T113126669294
