Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7638      0.00        0.00    0.067500     0.000     0.000    70.574    22.416    0b1111    20181015T112810985550
  120      -4.5225      0.00        0.00    0.063875     0.000     0.000    70.802    22.416    0b1111    20181015T112811941677
  110      -4.1450      0.00        0.00    0.058313     0.000     0.000    71.083    22.448    0b1111    20181015T112812896267
  100      -3.7687      0.00        0.00    0.052750     0.000     0.000    71.445    22.448    0b1111    20181015T112813847624
   90      -3.3925      0.00        0.00    0.047188     0.000     0.000    71.894    22.448    0b1111    20181015T112814803606
   80      -3.0156      0.62        1.25    0.041625     0.000     0.000    72.447    22.479    0b1111    20181015T112815759506
   70      -2.6388      0.00        0.00    0.036063     0.000     0.000    73.172    22.479    0b1111    20181015T112816713971
   60      -2.2600      0.00        0.00    0.030481     0.029     0.063    74.144    22.511    0b1111    20181015T112817669725
   50      -1.8837      0.00        0.00    0.024925     0.025     0.063    75.577    22.511    0b1111    20181015T112818623834
   40      -1.5062      0.00        0.00    0.019375     0.000     0.000    77.742    22.543    0b1111    20181015T112819578755
   30      -1.1300      0.00        0.00    0.013813     0.000     0.000    81.810    22.511    0b1111    20181015T112820533176
   20      -0.7538      0.00        0.00    0.008313     0.000     0.000    90.677    22.511    0b1111    20181015T112821488745
   10      -0.3775      0.00        0.00    0.002750     0.000     0.000   137.273    22.543    0b1111    20181015T112822444356
    0      -0.0012      0.00        0.00    0.000000     0.000     0.000     1.000    22.543    0b1111    20181015T112823399839
