Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7698      0.50        1.25    0.052500     0.000     0.000    90.852    24.255       0b0    20190530T154412118091
  120      -4.5250      0.00        0.00    0.049888     0.025     0.063    90.704    24.287       0b0    20190530T154413076794
  110      -4.1463      0.00        0.00    0.045938     0.000     0.000    90.259    24.255       0b0    20190530T154414038274
  100      -3.7700      0.00        0.00    0.041950     0.025     0.062    89.869    24.255       0b0    20190530T154414995423
   90      -3.3925      0.00        0.00    0.038000     0.000     0.000    89.276    24.255       0b0    20190530T154415953322
   80      -3.0153      0.50        1.25    0.034050     0.025     0.063    88.554    24.287       0b0    20190530T154416913132
   70      -2.6377      0.50        1.25    0.030062     0.000     0.000    87.742    24.255       0b0    20190530T154417875874
   60      -2.2587      0.00        0.00    0.026087     0.031     0.063    86.584    24.255       0b0    20190530T154418836220
   50      -1.8816      0.57        1.25    0.022125     0.000     0.000    85.045    24.255       0b0    20190530T154419795424
   40      -1.5050      0.00        0.00    0.018187     0.000     0.000    82.749    24.287       0b0    20190530T154420755394
   30      -1.1275      0.00        0.00    0.014250     0.000     0.000    79.123    24.255       0b0    20190530T154421715270
   20      -0.7512      0.00        0.00    0.010313     0.000     0.000    72.848    24.255       0b0    20190530T154422674283
   10      -0.3738      0.00        0.00    0.006363     0.025     0.063    58.743    24.223       0b0    20190530T154423631039
    0      -0.0000      0.00        0.00    0.002387     0.025     0.063    -0.000    24.255       0b0    20190530T154424589002
