Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7713      0.00        0.00    0.045069     0.019     0.063   105.866    24.762       0b0    20190603T160355602034
  120      -4.6988      0.00        0.00    0.044269     0.029     0.063   106.141    24.762       0b0    20190603T160356563630
  110      -4.3062      0.00        0.00    0.040063     0.000     0.000   107.488    24.794       0b0    20190603T160357523460
  100      -3.9138      0.00        0.00    0.035875     0.000     0.000   109.094    24.762       0b0    20190603T160358481104
   90      -3.5225      0.00        0.00    0.031687     0.000     0.000   111.164    24.762       0b0    20190603T160359439962
   80      -3.1313      0.00        0.00    0.027500     0.000     0.000   113.864    24.762       0b0    20190603T160400397085
   70      -2.7396      0.57        1.25    0.023313     0.000     0.000   117.517    24.762       0b0    20190603T160401356180
   60      -2.3453      0.50        1.25    0.019063     0.000     0.000   123.030    24.762       0b0    20190603T160402315999
   50      -1.9537      0.00        0.00    0.014875     0.000     0.000   131.345    24.762       0b0    20190603T160403276271
   40      -1.5612      0.00        0.00    0.010688     0.000     0.000   146.082    24.762       0b0    20190603T160404235261
   30      -1.1701      0.38        1.25    0.006537     0.031     0.063   178.987    24.762       0b0    20190603T160405193711
   20      -0.7788      0.00        0.00    0.002406     0.031     0.063   323.636    24.762       0b0    20190603T160406153365
   10      -0.3886      0.37        1.25    0.000000     0.000     0.000     1.000    24.731       0b0    20190603T160407115035
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.731       0b0    20190603T160408077450
