Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7863      0.00        0.00    0.075006     0.019     0.063    63.811    26.633    0b1001    20181008T150002147431
  120      -4.5688      0.00        0.00    0.071344     0.031     0.062    64.039    26.633    0b1001    20181008T150003199087
  110      -4.1875      0.00        0.00    0.064937     0.000     0.000    64.485    26.633    0b1001    20181008T150004248913
  100      -3.8062      0.00        0.00    0.058575     0.025     0.063    64.981    26.633    0b1001    20181008T150005299679
   90      -3.4263      0.00        0.00    0.052244     0.019     0.063    65.582    26.633    0b1001    20181008T150006350517
   80      -3.0450      0.00        0.00    0.045875     0.000     0.000    66.376    26.633    0b1001    20181008T150007405028
   70      -2.6647      0.50        1.25    0.039544     0.029     0.063    67.387    26.633    0b1001    20181008T150008457135
   60      -2.2812      0.00        0.00    0.033169     0.029     0.063    68.777    26.633    0b1001    20181008T150009508128
   50      -1.9005      0.61        1.25    0.026825     0.025     0.063    70.848    26.633    0b1001    20181008T150010559815
   40      -1.5200      0.00        0.00    0.020500     0.000     0.000    74.146    26.633    0b1001    20181008T150011612461
   30      -1.1395      0.61        1.25    0.014188     0.000     0.000    80.317    26.633    0b1001    20181008T150012665445
   20      -0.7585      0.50        1.25    0.007938     0.000     0.000    95.559    26.633    0b1001    20181008T150013716649
   10      -0.3775      0.00        0.00    0.001625     0.000     0.000   232.308    26.633    0b1001    20181008T150014768909
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    26.633    0b1001    20181008T150015820390
