Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7488      0.00        0.00    0.057150     0.031     0.063    83.093    26.062     0b111    20190531T141631253063
  120      -4.5738      0.00        0.00    0.054750     0.000     0.000    83.539    26.062     0b111    20190531T141632212632
  110      -4.1912      0.00        0.00    0.049619     0.019     0.063    84.469    26.062     0b111    20190531T141633173730
  100      -3.8100      0.00        0.00    0.044438     0.000     0.000    85.738    26.062     0b111    20190531T141634132757
   90      -3.4299      0.38        1.25    0.039281     0.031     0.063    87.316    26.062     0b111    20190531T141635090712
   80      -3.0486      0.38        1.25    0.034125     0.000     0.000    89.337    26.094     0b111    20190531T141636050607
   70      -2.6663      0.00        0.00    0.029000     0.000     0.000    91.940    26.094     0b111    20190531T141637011439
   60      -2.2825      0.00        0.00    0.023813     0.000     0.000    95.853    26.062     0b111    20190531T141637968698
   50      -1.9013      0.00        0.00    0.018687     0.000     0.000   101.739    26.062     0b111    20190531T141638926933
   40      -1.5200      0.00        0.00    0.013563     0.000     0.000   112.074    26.062     0b111    20190531T141639886927
   30      -1.1387      0.00        0.00    0.008438     0.000     0.000   134.963    26.062     0b111    20190531T141640845733
   20      -0.7575      0.00        0.00    0.003363     0.025     0.063   225.279    26.030     0b111    20190531T141641803364
   10      -0.3770      0.61        1.25    0.000000     0.000     0.000     1.000    26.062     0b111    20190531T141642763871
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    26.062     0b111    20190531T141643732622
