Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7875      0.00        0.00    0.044987     0.025     0.062   106.418    23.874       0b0    20181011T180716092883
  120      -4.5300      0.00        0.00    0.042187     0.000     0.000   107.378    23.874       0b0    20181011T180717048718
  110      -4.1512      0.00        0.00    0.038187     0.000     0.000   108.707    23.843       0b0    20181011T180718004574
  100      -3.7738      0.00        0.00    0.034181     0.019     0.062   110.404    23.874       0b0    20181011T180718964189
   90      -3.3973      0.50        1.25    0.030125     0.000     0.000   112.772    23.874       0b0    20181011T180719918507
   80      -3.0200      0.00        0.00    0.026125     0.000     0.000   115.598    23.843       0b0    20181011T180720876115
   70      -2.6419      0.63        1.25    0.022125     0.000     0.000   119.407    23.874       0b0    20181011T180721831348
   60      -2.2618      0.61        1.25    0.018069     0.019     0.062   125.175    23.874       0b0    20181011T180722785867
   50      -1.8837      0.00        0.00    0.014087     0.031     0.063   133.718    23.874       0b0    20181011T180723742118
   40      -1.5062      0.00        0.00    0.010112     0.025     0.063   148.949    23.874       0b0    20181011T180724699052
   30      -1.1290      0.50        1.25    0.006125     0.000     0.000   184.327    23.874       0b0    20181011T180725654175
   20      -0.7512      0.00        0.00    0.002188     0.000     0.000   343.429    23.843       0b0    20181011T180726609725
   10      -0.3750      0.00        0.00    0.000000     0.000     0.000     1.000    23.874       0b0    20181011T180727565542
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    23.843       0b0    20181011T180728523027
