Vavg[V]      Itot[A]     Tboard[C]     Taux1[C]     Taux2[C]     LUstate              Timestamp
 2.25089     4.36917     22.73304      29.99366     29.42295    0b1111111111111111    20190523T122045477794
 2.25089     4.37167     22.73304      30.05707     29.42295    0b1111111111111111    20190523T122045897522
 2.25084     4.37083     22.76474      29.99366     29.39125    0b1111111111111111    20190523T122046318253
 2.25089     4.37167     22.76474      30.02536     29.42295    0b1111111111111111    20190523T122046738909
 2.25089     4.37250     22.76474      30.02536     29.45466    0b1111111111111111    20190523T122047159491
 2.25089     4.36917     22.76474      30.02536     29.42295    0b1111111111111111    20190523T122047578758
 2.25084     4.36917     22.79645      30.05707     29.45466    0b1111111111111111    20190523T122047997596
 2.25094     4.37000     22.79645      30.02536     29.42295    0b1111111111111111    20190523T122048417484
 2.25094     4.37000     22.79645      30.02536     29.45466    0b1111111111111111    20190523T122048837979
 2.25089     4.37083     22.79645      30.05707     29.45466    0b1111111111111111    20190523T122049258120
 2.25084     4.37083     22.79645      30.05707     29.45466    0b1111111111111111    20190523T122049678046
 2.25089     4.37083     22.82815      30.05707     29.45466    0b1111111111111111    20190523T122050098073
 2.25094     4.37083     22.82815      30.05707     29.45466    0b1111111111111111    20190523T122050517280
 2.25089     4.37000     22.82815      30.05707     29.45466    0b1111111111111111    20190523T122050937094
 2.25094     4.37083     22.82815      30.05707     29.45466    0b1111111111111111    20190523T122051356940
 2.25089     4.37083     22.85986      30.05707     29.45466    0b1111111111111111    20190523T122051776706
 2.25098     4.36917     22.85986      30.05707     29.45466    0b1111111111111111    20190523T122052196409
 2.25089     4.37167     22.85986      30.05707     29.48637    0b1111111111111111    20190523T122052616265
 2.25094     4.36917     22.85986      30.05707     29.48637    0b1111111111111111    20190523T122053036036
 2.25094     4.37083     22.89157      30.05707     29.45466    0b1111111111111111    20190523T122053456011
 2.25094     4.37000     22.89157      30.05707     29.45466    0b1111111111111111    20190523T122053875898
 2.25098     4.37167     22.92327      30.05707     29.48637    0b1111111111111111    20190523T122054296791
 2.25098     4.37167     22.92327      30.05707     29.45466    0b1111111111111111    20190523T122054717791
 2.25098     4.36917     22.92327      30.05707     29.45466    0b1111111111111111    20190523T122055137085
 2.25098     4.37083     22.95498      30.08878     29.48637    0b1111111111111111    20190523T122055557750
 2.25108     4.37167     22.95498      30.05707     29.45466    0b1111111111111111    20190523T122055979014
 2.25103     4.37083     22.95498      30.02536     29.45466    0b1111111111111111    20190523T122056399331
 2.25108     4.37083     22.98668      30.05707     29.48637    0b1111111111111111    20190523T122056819882
 2.25108     4.37250     22.98668      30.02536     29.45466    0b1111111111111111    20190523T122057239246
 2.25108     4.37167     22.98668      30.05707     29.45466    0b1111111111111111    20190523T122057659042
 2.25103     4.37167     23.01839      30.05707     29.45466    0b1111111111111111    20190523T122058079960
 2.25098     4.36917     23.01839      30.05707     29.45466    0b1111111111111111    20190523T122058499078
 2.25108     4.37167     23.01839      30.08878     29.45466    0b1111111111111111    20190523T122058918848
 2.25108     4.37250     23.01839      30.05707     29.45466    0b1111111111111111    20190523T122059338785
 2.25103     4.37250     23.05010      30.05707     29.45466    0b1111111111111111    20190523T122059758537
 2.25103     4.37167     23.05010      30.08878     29.45466    0b1111111111111111    20190523T122100179161
 2.25103     4.37167     23.11351      30.02536     29.45466    0b1111111111111111    20190523T122100598100
 2.25108     4.37250     23.27204      30.05707     29.45466    0b1111111111111111    20190523T122101017616
 2.25113     4.37250     23.43056      30.05707     29.48637    0b1111111111111111    20190523T122101438026
 2.25113     4.37000     23.52568      30.05707     29.45466    0b1111111111111111    20190523T122101858666
 2.25117     4.37083     23.65250      30.05707     29.48637    0b1111111111111111    20190523T122102279669
 2.25122     4.37167     23.71592      30.05707     29.45466    0b1111111111111111    20190523T122102700260
 2.25122     4.37250     23.96956      30.05707     29.48637    0b1111111111111111    20190523T122103120528
 2.25136     4.37000     25.30120      30.05707     29.48637    0b1111111111111111    20190523T122103541149
 2.25159     4.37167     27.17185      30.05707     29.48637    0b1111111111111111    20190523T122103961103
 2.25178     4.37000     29.74001      30.08878     29.48637    0b1111111111111111    20190523T122104379644
 2.25206     4.37167     32.87888      30.05707     29.48637    0b1111111111111111    20190523T122104799508
 2.25234     4.37250     36.23970      30.08878     29.48637    0b1111111111111111    20190523T122105217840
 2.25248     4.37167     39.18833      30.05707     29.51807    0b1111111111111111    20190523T122105638206
 2.25281     4.37417     41.47115      30.05707     29.51807    0b1111111111111111    20190523T122106058592
 2.25295     4.37417     43.78567      30.05707     29.51807    0b1111111111111111    20190523T122106479477
 2.25314     4.37417     46.44895      30.08878     29.51807    0b1111111111111111    20190523T122106900052
 2.25338     4.37583     48.76347      30.05707     29.48637    0b1111111111111111    20190523T122107319954
 2.25352     4.37417     50.53900      30.05707     29.51807    0b1111111111111111    20190523T122107739582
 2.25370     4.37500     52.28282      30.05707     29.51807    0b1111111111111111    20190523T122108160931
 2.25394     4.37667     53.80469      30.05707     29.48637    0b1111111111111111    20190523T122108580292
 2.25408     4.73667     55.23145      30.05707     29.51807    0b1111111111111111    20190523T122109000443
 2.25427     4.70500     56.53139      30.08878     29.51807    0b1111111111111111    20190523T122109419757
 2.25445     4.62083     57.86303      30.05707     29.51807    0b1111111111111111    20190523T122109840053
 2.25464     5.51667     58.94103      30.08878     29.51807    0b1111111111111111    20190523T122110260434
 2.25478     5.71083     59.92391      30.08878     29.51807    0b1111111111111111    20190523T122110682631
 2.25497     5.25500     61.00190      30.05707     29.51807    0b1111111111111111    20190523T122111102997
 2.25516     4.38083     61.98478      30.05707     29.48637    0b1111111111111111    20190523T122111521570
 2.25534     4.37917     62.93595      30.05707     29.51807    0b1111111111111111    20190523T122111940841
 2.25553     4.38083     64.01395      30.08878     29.48637    0b1111111111111111    20190523T122112360142
 2.25567     4.37917     63.69689      30.08878     29.54978    0b1111111111111111    20190523T122112779597
 2.25595     4.37917     63.91883      30.05707     29.51807    0b1111111111111111    20190523T122113200352
 2.25619     4.38083     64.80659      30.08878     29.51807    0b1111111111111111    20190523T122113621110
 2.25628     4.37917     65.91630      30.05707     29.51807    0b1111111111111111    20190523T122114040833
 2.01356     3.82333     66.86747      30.05707     29.51807    0b1111111111111111    20190523T122114459958
 0.00000    -0.07083     67.72353      30.08878     29.51807    0b1111111111111111    20190523T122114880348
