Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7638      0.00        0.00    0.066937     0.000     0.000    71.167    24.223    0b1111    20190529T115617742679
  120      -4.5138      0.00        0.00    0.063212     0.031     0.063    71.406    24.223    0b1111    20190529T115618704924
  110      -4.1363      0.00        0.00    0.057688     0.000     0.000    71.701    24.223    0b1111    20190529T115619664673
  100      -3.7600      0.00        0.00    0.052156     0.031     0.063    72.091    24.192    0b1111    20190529T115620625019
   90      -3.3838      0.00        0.00    0.046625     0.000     0.000    72.574    24.192    0b1111    20190529T115621585789
   80      -3.0075      0.00        0.00    0.041125     0.000     0.000    73.131    24.223    0b1111    20190529T115622545130
   70      -2.6305      0.61        1.25    0.035594     0.031     0.063    73.903    24.223    0b1111    20190529T115623502407
   60      -2.2512      0.00        0.00    0.030062     0.000     0.000    74.886    24.223    0b1111    20190529T115624462708
   50      -1.8750      0.00        0.00    0.024519     0.029     0.063    76.472    24.223    0b1111    20190529T115625422113
   40      -1.4987      0.00        0.00    0.019012     0.025     0.063    78.830    24.223    0b1111    20190529T115626383470
   30      -1.1231      0.62        1.25    0.013500     0.000     0.000    83.194    24.223    0b1111    20190529T115627346327
   20      -0.7459      0.57        1.25    0.008063     0.000     0.000    92.512    24.255    0b1111    20190529T115628305948
   10      -0.3700      0.00        0.00    0.002562     0.000     0.000   144.390    24.223    0b1111    20190529T115629265019
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.255    0b1111    20190529T115630223893
