Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7619      0.62        1.25    0.073562     0.000     0.000    64.732    29.074    0b1111    20190612T144340262830
  120      -4.5777      0.50        1.25    0.070812     0.000     0.000    64.646    29.074    0b1111    20190612T144341220941
  110      -4.1951      0.37        1.25    0.065125     0.000     0.000    64.417    29.106    0b1111    20190612T144342176120
  100      -3.8137      0.00        0.00    0.059500     0.000     0.000    64.097    29.138    0b1111    20190612T144343133032
   90      -3.4330      0.61        1.25    0.053812     0.000     0.000    63.796    29.138    0b1111    20190612T144344092279
   80      -3.0513      0.00        0.00    0.048188     0.000     0.000    63.320    29.138    0b1111    20190612T144345051546
   70      -2.6700      0.00        0.00    0.042506     0.019     0.063    62.814    29.138    0b1111    20190612T144346011291
   60      -2.2860      0.50        1.25    0.036850     0.031     0.063    62.035    29.138    0b1111    20190612T144346968374
   50      -1.9038      0.00        0.00    0.031194     0.019     0.063    61.030    29.138    0b1111    20190612T144347925236
   40      -1.5225      0.00        0.00    0.025562     0.000     0.000    59.560    29.138    0b1111    20190612T144348882846
   30      -1.1416      0.57        1.25    0.019938     0.000     0.000    57.260    29.169    0b1111    20190612T144349839850
   20      -0.7600      0.00        0.00    0.014325     0.025     0.063    53.054    29.106    0b1111    20190612T144350796463
   10      -0.3788      0.00        0.00    0.008688     0.000     0.000    43.597    29.169    0b1111    20190612T144351753578
    0      -0.0000      0.00        0.00    0.003062     0.000     0.000    -0.000    29.169    0b1111    20190612T144352712901
