Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7687      0.00        0.00    0.075469     0.031     0.062    63.188    23.938    0b1111    20190528T141718862563
  120      -4.5836      0.37        1.25    0.072688     0.000     0.000    63.059    23.938    0b1111    20190528T141719828603
  110      -4.2000      0.00        0.00    0.067019     0.029     0.062    62.669    23.970    0b1111    20190528T141720795994
  100      -3.8175      0.00        0.00    0.061375     0.000     0.000    62.200    23.970    0b1111    20190528T141721769602
   90      -3.4356      0.63        1.25    0.055688     0.000     0.000    61.695    23.970    0b1111    20190528T141722730565
   80      -3.0536      0.37        1.25    0.050062     0.000     0.000    60.996    24.001    0b1111    20190528T141723690169
   70      -2.6703      0.50        1.25    0.044438     0.000     0.000    60.090    23.970    0b1111    20190528T141724649288
   60      -2.2853      0.50        1.25    0.038750     0.000     0.000    58.974    23.970    0b1111    20190528T141725607519
   50      -1.9027      0.50        1.25    0.033125     0.000     0.000    57.442    24.001    0b1111    20190528T141726568651
   40      -1.5206      0.62        1.25    0.027500     0.000     0.000    55.295    24.001    0b1111    20190528T141727525986
   30      -1.1382      0.61        1.25    0.021875     0.000     0.000    52.034    24.001    0b1111    20190528T141728485346
   20      -0.7562      0.00        0.00    0.016313     0.000     0.000    46.360    24.001    0b1111    20190528T141729444888
   10      -0.3738      0.00        0.00    0.010688     0.000     0.000    34.971    24.001    0b1111    20190528T141730400446
    0      -0.0000      0.00        0.00    0.005062     0.000     0.000    -0.000    24.001    0b1111    20190528T141731361658
