Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7687      0.00        0.00    0.076938     0.000     0.000    61.982    24.192    0b1111    20190521T144247782330
  120      -4.6275      0.00        0.00    0.074837     0.031     0.062    61.834    24.223    0b1111    20190521T144248737682
  110      -4.2401      0.37        1.25    0.069187     0.000     0.000    61.285    24.223    0b1111    20190521T144249695551
  100      -3.8550      0.00        0.00    0.063550     0.025     0.062    60.661    24.192    0b1111    20190521T144250654733
   90      -3.4699      0.38        1.25    0.057875     0.000     0.000    59.955    24.223    0b1111    20190521T144251611474
   80      -3.0838      0.00        0.00    0.052250     0.000     0.000    59.019    24.192    0b1111    20190521T144252574117
   70      -2.6975      0.00        0.00    0.046613     0.025     0.063    57.871    24.223    0b1111    20190521T144253537973
   60      -2.3100      0.00        0.00    0.040938     0.000     0.000    56.427    24.223    0b1111    20190521T144254498210
   50      -1.9237      0.00        0.00    0.035313     0.000     0.000    54.478    24.223    0b1111    20190521T144255454450
   40      -1.5388      0.00        0.00    0.029663     0.031     0.062    51.875    24.255    0b1111    20190521T144256414837
   30      -1.1525      0.00        0.00    0.024000     0.000     0.000    48.021    24.255    0b1111    20190521T144257382057
   20      -0.7663      0.00        0.00    0.018437     0.000     0.000    41.559    24.255    0b1111    20190521T144258337734
   10      -0.3813      0.00        0.00    0.012769     0.029     0.062    29.858    24.223    0b1111    20190521T144259292467
    0      -0.0000      0.00        0.00    0.007125     0.000     0.000    -0.000    24.255    0b1111    20190521T144300248704
