Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.8100      0.00        0.00    0.045812     0.000     0.000   104.993    24.604       0b0    20190523T120920099623
  120      -4.6200      0.00        0.00    0.043794     0.029     0.063   105.495    24.604       0b0    20190523T120921060043
  110      -4.2337      0.00        0.00    0.039750     0.000     0.000   106.509    24.604       0b0    20190523T120922017958
  100      -3.8491      0.57        1.25    0.035687     0.000     0.000   107.856    24.604       0b0    20190523T120922976441
   90      -3.4650      0.00        0.00    0.031638     0.025     0.063   109.522    24.604       0b0    20190523T120923935657
   80      -3.0799      0.38        1.25    0.027625     0.000     0.000   111.489    24.572       0b0    20190523T120924894708
   70      -2.6938      0.00        0.00    0.023575     0.025     0.063   114.263    24.572       0b0    20190523T120925855877
   60      -2.3062      0.00        0.00    0.019563     0.000     0.000   117.891    24.604       0b0    20190523T120926815864
   50      -1.9213      0.00        0.00    0.015544     0.029     0.063   123.603    24.572       0b0    20190523T120927774351
   40      -1.5363      0.00        0.00    0.011550     0.025     0.063   133.009    24.572       0b0    20190523T120928734541
   30      -1.1513      0.00        0.00    0.007562     0.000     0.000   152.231    24.572       0b0    20190523T120929692030
   20      -0.7672      0.50        1.25    0.003594     0.031     0.062   213.496    24.572       0b0    20190523T120930650554
   10      -0.3819      0.62        1.25    0.000000     0.000     0.000     1.000    24.572       0b0    20190523T120931609816
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.572       0b0    20190523T120932567524
