Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7837      0.00        0.00    0.082625     0.000     0.000    57.897    24.033    0b1001    20190521T113053544517
  120      -4.7500      0.00        0.00    0.082013     0.025     0.063    57.918    24.065    0b1001    20190521T113054501511
  110      -4.3550      0.00        0.00    0.075431     0.019     0.063    57.735    24.033    0b1001    20190521T113055458462
  100      -3.9588      0.00        0.00    0.068812     0.000     0.000    57.530    24.065    0b1001    20190521T113056415875
   90      -3.5626      0.38        1.25    0.062188     0.000     0.000    57.288    24.033    0b1001    20190521T113057371574
   80      -3.1663      0.00        0.00    0.055563     0.000     0.000    56.985    24.033    0b1001    20190521T113058328687
   70      -2.7700      0.00        0.00    0.048938     0.000     0.000    56.603    24.065    0b1001    20190521T113059287916
   60      -2.3712      0.00        0.00    0.042312     0.000     0.000    56.041    24.065    0b1001    20190521T113100248275
   50      -1.9762      0.00        0.00    0.035712     0.031     0.063    55.338    24.065    0b1001    20190521T113101205268
   40      -1.5813      0.00        0.00    0.029125     0.000     0.000    54.292    24.065    0b1001    20190521T113102163613
   30      -1.1861      0.37        1.25    0.022562     0.000     0.000    52.571    24.065    0b1001    20190521T113103126007
   20      -0.7900      0.00        0.00    0.016000     0.000     0.000    49.375    24.096    0b1001    20190521T113104098092
   10      -0.3940      0.50        1.25    0.009437     0.000     0.000    41.748    24.065    0b1001    20190521T113105058918
    0      -0.0000      0.00        0.00    0.002812     0.000     0.000    -0.000    24.096    0b1001    20190521T113106019686
