Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7652      0.50        1.25    0.061937     0.000     0.000    76.936    24.477     0b111    20190529T114901997180
  120      -4.5138      0.00        0.00    0.058500     0.000     0.000    77.158    24.477     0b111    20190529T114902966789
  110      -4.1363      0.00        0.00    0.053375     0.000     0.000    77.494    24.477     0b111    20190529T114903928742
  100      -3.7601      0.37        1.25    0.048244     0.019     0.063    77.940    24.477     0b111    20190529T114904888480
   90      -3.3838      0.00        0.00    0.043094     0.031     0.063    78.521    24.477     0b111    20190529T114905847602
   80      -3.0075      0.00        0.00    0.037969     0.031     0.063    79.210    24.445     0b111    20190529T114906808317
   70      -2.6311      0.38        1.25    0.032856     0.029     0.063    80.080    24.477     0b111    20190529T114907768939
   60      -2.2512      0.00        0.00    0.027687     0.000     0.000    81.309    24.477     0b111    20190529T114908730770
   50      -1.8750      0.00        0.00    0.022562     0.000     0.000    83.102    24.477     0b111    20190529T114909691589
   40      -1.4987      0.00        0.00    0.017437     0.000     0.000    85.950    24.477     0b111    20190529T114910650254
   30      -1.1230      0.61        1.25    0.012313     0.000     0.000    91.208    24.477     0b111    20190529T114911613120
   20      -0.7456      0.62        1.25    0.007250     0.000     0.000   102.845    24.477     0b111    20190529T114912578503
   10      -0.3700      0.00        0.00    0.002131     0.019     0.063   173.607    24.477     0b111    20190529T114913550989
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.477     0b111    20190529T114914513802
