Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7925      0.00        0.00    0.053750     0.000     0.000    89.163    24.318       0b0    20190607T115639955515
  120      -4.5384      0.57        1.25    0.051062     0.000     0.000    88.879    24.287       0b0    20190607T115640925589
  110      -4.1587      0.00        0.00    0.047125     0.000     0.000    88.249    24.287       0b0    20190607T115641895721
  100      -3.7812      0.00        0.00    0.043187     0.000     0.000    87.554    24.287       0b0    20190607T115642867959
   90      -3.4025      0.00        0.00    0.039250     0.000     0.000    86.688    24.287       0b0    20190607T115643835887
   80      -3.0238      0.00        0.00    0.035313     0.000     0.000    85.628    24.287       0b0    20190607T115644798481
   70      -2.6450      0.00        0.00    0.031362     0.025     0.063    84.336    24.255       0b0    20190607T115645760134
   60      -2.2648      0.50        1.25    0.027375     0.000     0.000    82.731    24.255       0b0    20190607T115646720262
   50      -1.8862      0.00        0.00    0.023438     0.000     0.000    80.480    24.255       0b0    20190607T115647680104
   40      -1.5087      0.00        0.00    0.019500     0.000     0.000    77.372    24.255       0b0    20190607T115648640698
   30      -1.1307      0.61        1.25    0.015563     0.000     0.000    72.659    24.255       0b0    20190607T115649601971
   20      -0.7524      0.38        1.25    0.011688     0.000     0.000    64.374    24.255       0b0    20190607T115650563272
   10      -0.3738      0.00        0.00    0.007750     0.000     0.000    48.226    24.255       0b0    20190607T115651524171
    0      -0.0000      0.00        0.00    0.003806     0.019     0.063    -0.000    24.255       0b0    20190607T115652484033
