Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7588      0.00        0.00    0.069719     0.031     0.063    68.256    24.287     0b111    20190530T122520140368
  120      -4.4694      0.62        1.25    0.065813     0.000     0.000    67.911    24.287     0b111    20190530T122521096821
  110      -4.0962      0.00        0.00    0.060750     0.000     0.000    67.428    24.287     0b111    20190530T122522059378
  100      -3.7246      0.57        1.25    0.055750     0.000     0.000    66.809    24.287     0b111    20190530T122523030583
   90      -3.3525      0.00        0.00    0.050738     0.025     0.063    66.075    24.318     0b111    20190530T122523998204
   80      -2.9800      0.00        0.00    0.045687     0.000     0.000    65.226    24.287     0b111    20190530T122524970054
   70      -2.6075      0.00        0.00    0.040687     0.000     0.000    64.086    24.287     0b111    20190530T122525937348
   60      -2.2325      0.00        0.00    0.035687     0.000     0.000    62.557    24.287     0b111    20190530T122526891513
   50      -1.8605      0.61        1.25    0.030687     0.000     0.000    60.627    24.287     0b111    20190530T122527850732
   40      -1.4887      0.00        0.00    0.025688     0.000     0.000    57.956    24.287     0b111    20190530T122528807340
   30      -1.1163      0.00        0.00    0.020688     0.000     0.000    53.958    24.287     0b111    20190530T122529763325
   20      -0.7450      0.00        0.00    0.015750     0.000     0.000    47.302    24.287     0b111    20190530T122530720063
   10      -0.3725      0.00        0.00    0.010775     0.031     0.063    34.571    24.287     0b111    20190530T122531682669
    0      -0.0000      0.00        0.00    0.005812     0.000     0.000    -0.000    24.318     0b111    20190530T122532641284
