Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7537      0.00        0.00    0.065000     0.000     0.000    73.135    23.367    0b1111    20190410T105004371323
  120      -4.7425      0.00        0.00    0.064813     0.000     0.000    73.173    23.399    0b1111    20190410T105005328401
  110      -4.4225      0.00        0.00    0.060063     0.000     0.000    73.632    23.367    0b1111    20190410T105006283399
  100      -4.0187      0.00        0.00    0.054062     0.000     0.000    74.335    23.399    0b1111    20190410T105007238641
   90      -3.6174      0.38        1.25    0.048075     0.025     0.063    75.244    23.431    0b1111    20190410T105008197459
   80      -3.2150      0.00        0.00    0.042125     0.000     0.000    76.320    23.399    0b1111    20190410T105009152821
   70      -2.8113      0.00        0.00    0.036131     0.019     0.062    77.807    23.399    0b1111    20190410T105010107574
   60      -2.4075      0.00        0.00    0.030187     0.000     0.000    79.752    23.431    0b1111    20190410T105011061172
   50      -2.0054      0.57        1.25    0.024250     0.000     0.000    82.696    23.399    0b1111    20190410T105012016563
   40      -1.6039      0.37        1.25    0.018313     0.000     0.000    87.584    23.431    0b1111    20190410T105012971013
   30      -1.2029      0.57        1.25    0.012375     0.000     0.000    97.202    23.431    0b1111    20190410T105013926185
   20      -0.8012      0.00        0.00    0.006500     0.000     0.000   123.269    23.431    0b1111    20190410T105014883729
   10      -0.4011      0.37        1.25    0.000625     0.000     0.000   641.800    23.431    0b1111    20190410T105015842715
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    23.462    0b1111    20190410T105016799629
