Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7975      0.00        0.00    0.050169     0.029     0.063    95.627    24.033       0b0    20190624T120103703735
  120      -4.7665      0.50        1.25    0.049812     0.000     0.000    95.689    24.001       0b0    20190624T120104668628
  110      -4.3687      0.00        0.00    0.045619     0.019     0.063    95.767    24.033       0b0    20190624T120105637883
  100      -3.9700      0.00        0.00    0.041375     0.000     0.000    95.952    24.001       0b0    20190624T120106602508
   90      -3.5725      0.00        0.00    0.037187     0.000     0.000    96.067    24.033       0b0    20190624T120107564918
   80      -3.1750      0.00        0.00    0.032988     0.025     0.063    96.249    24.001       0b0    20190624T120108528621
   70      -2.7770      0.61        1.25    0.028775     0.031     0.062    96.507    24.001       0b0    20190624T120109493768
   60      -2.3775      0.00        0.00    0.024562     0.000     0.000    96.794    24.001       0b0    20190624T120110462139
   50      -1.9800      0.00        0.00    0.020375     0.000     0.000    97.178    24.001       0b0    20190624T120111427485
   40      -1.5837      0.00        0.00    0.016187     0.000     0.000    97.838    24.001       0b0    20190624T120112394361
   30      -1.1874      0.37        1.25    0.012019     0.029     0.063    98.794    24.001       0b0    20190624T120113354974
   20      -0.7900      0.00        0.00    0.007919     0.029     0.063    99.763    24.001       0b0    20190624T120114321077
   10      -0.3937      0.00        0.00    0.003750     0.000     0.000   105.000    24.001       0b0    20190624T120115286926
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.001       0b0    20190624T120116251162
