Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7700      0.00        0.00    0.064000     0.000     0.000    74.531    25.777     0b111    20190605T145711095518
  120      -4.6650      0.00        0.00    0.062506     0.019     0.062    74.633    25.808     0b111    20190605T145712052872
  110      -4.2750      0.00        0.00    0.057125     0.000     0.000    74.836    25.777     0b111    20190605T145713009082
  100      -3.8858      0.61        1.25    0.051750     0.000     0.000    75.087    25.777     0b111    20190605T145713965469
   90      -3.4975      0.00        0.00    0.046375     0.000     0.000    75.418    25.808     0b111    20190605T145714923165
   80      -3.1088      0.00        0.00    0.041000     0.000     0.000    75.823    25.808     0b111    20190605T145715881692
   70      -2.7197      0.50        1.25    0.035619     0.019     0.063    76.357    25.840     0b111    20190605T145716839172
   60      -2.3287      0.00        0.00    0.030187     0.000     0.000    77.143    25.808     0b111    20190605T145717796884
   50      -1.9400      0.00        0.00    0.024813     0.000     0.000    78.186    25.808     0b111    20190605T145718754647
   40      -1.5512      0.00        0.00    0.019437     0.000     0.000    79.807    25.808     0b111    20190605T145719713966
   30      -1.1625      0.00        0.00    0.014063     0.000     0.000    82.667    25.840     0b111    20190605T145720671982
   20      -0.7737      0.00        0.00    0.008694     0.019     0.063    89.001    25.840     0b111    20190605T145721630292
   10      -0.3852      0.50        1.25    0.003313     0.000     0.000   116.302    25.840     0b111    20190605T145722588922
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    25.840     0b111    20190605T145723545343
