Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7863      0.00        0.00    0.078812     0.000     0.000    60.730    25.269    0b1001    20190605T171435479282
  120      -4.5213      0.00        0.00    0.074331     0.029     0.062    60.826    25.301    0b1001    20190605T171436440924
  110      -4.1425      0.00        0.00    0.068006     0.019     0.062    60.914    25.301    0b1001    20190605T171437402046
  100      -3.7663      0.00        0.00    0.061688     0.000     0.000    61.054    25.333    0b1001    20190605T171438359534
   90      -3.3900      0.00        0.00    0.055375     0.000     0.000    61.219    25.301    0b1001    20190605T171439319132
   80      -3.0134      0.57        1.25    0.049063     0.000     0.000    61.419    25.333    0b1001    20190605T171440281076
   70      -2.6362      0.00        0.00    0.042750     0.000     0.000    61.667    25.301    0b1001    20190605T171441242053
   60      -2.2572      0.50        1.25    0.036419     0.029     0.062    61.980    25.333    0b1001    20190605T171442200720
   50      -1.8800      0.00        0.00    0.030106     0.029     0.063    62.446    25.333    0b1001    20190605T171443160579
   40      -1.5038      0.00        0.00    0.023813     0.000     0.000    63.150    25.365    0b1001    20190605T171444119185
   30      -1.1274      0.37        1.25    0.017494     0.019     0.063    64.444    25.333    0b1001    20190605T171445081931
   20      -0.7500      0.00        0.00    0.011200     0.025     0.063    66.964    25.333    0b1001    20190605T171446040744
   10      -0.3738      0.00        0.00    0.004881     0.019     0.063    76.569    25.333    0b1001    20190605T171447012783
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    25.333    0b1001    20190605T171447982522
