Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7676      0.37        1.25    0.086688     0.000     0.000    54.998    24.255    0b1001    20190528T163817441756
  120      -4.5550      0.00        0.00    0.083044     0.029     0.063    54.851    24.255    0b1001    20190528T163818397518
  110      -4.1737      0.00        0.00    0.076625     0.000     0.000    54.470    24.255    0b1001    20190528T163819356478
  100      -3.7950      0.00        0.00    0.070187     0.000     0.000    54.069    24.287    0b1001    20190528T163820313464
   90      -3.4163      0.00        0.00    0.063806     0.019     0.063    53.541    24.287    0b1001    20190528T163821269323
   80      -3.0362      0.00        0.00    0.057375     0.000     0.000    52.919    24.287    0b1001    20190528T163822225903
   70      -2.6567      0.61        1.25    0.051000     0.000     0.000    52.093    24.287    0b1001    20190528T163823184292
   60      -2.2750      0.00        0.00    0.044562     0.000     0.000    51.052    24.318    0b1001    20190528T163824142657
   50      -1.8962      0.00        0.00    0.038175     0.025     0.062    49.673    24.287    0b1001    20190528T163825098568
   40      -1.5162      0.00        0.00    0.031775     0.031     0.063    47.718    24.287    0b1001    20190528T163826058121
   30      -1.1375      0.00        0.00    0.025394     0.029     0.063    44.794    24.318    0b1001    20190528T163827021010
   20      -0.7575      0.00        0.00    0.019063     0.000     0.000    39.738    24.287    0b1001    20190528T163827976730
   10      -0.3788      0.00        0.00    0.012688     0.000     0.000    29.852    24.287    0b1001    20190528T163828942760
    0      -0.0000      0.00        0.00    0.006313     0.000     0.000    -0.000    24.318    0b1001    20190528T163829901809
