Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7388      0.00        0.00    0.075813     0.000     0.000    62.506    24.318    0b1111    20190529T135903325639
  120      -4.5572      0.50        1.25    0.073063     0.000     0.000    62.375    24.318    0b1111    20190529T135904285580
  110      -4.1763      0.00        0.00    0.067438     0.000     0.000    61.928    24.350    0b1111    20190529T135905244409
  100      -3.7966      0.57        1.25    0.061769     0.029     0.063    61.465    24.350    0b1111    20190529T135906206455
   90      -3.4175      0.00        0.00    0.056125     0.000     0.000    60.891    24.350    0b1111    20190529T135907176526
   80      -3.0383      0.61        1.25    0.050500     0.000     0.000    60.163    24.382    0b1111    20190529T135908134268
   70      -2.6581      0.62        1.25    0.044875     0.000     0.000    59.234    24.350    0b1111    20190529T135909093873
   60      -2.2763      0.00        0.00    0.039187     0.000     0.000    58.086    24.350    0b1111    20190529T135910055583
   50      -1.8965      0.50        1.25    0.033563     0.000     0.000    56.507    24.382    0b1111    20190529T135911015594
   40      -1.5175      0.00        0.00    0.027937     0.000     0.000    54.318    24.350    0b1111    20190529T135911976178
   30      -1.1380      0.61        1.25    0.022319     0.019     0.062    50.989    24.350    0b1111    20190529T135912934945
   20      -0.7588      0.00        0.00    0.016750     0.000     0.000    45.299    24.382    0b1111    20190529T135913893815
   10      -0.3797      0.50        1.25    0.011125     0.000     0.000    34.135    24.350    0b1111    20190529T135914852912
    0      -0.0000      0.00        0.00    0.005500     0.000     0.000    -0.000    24.382    0b1111    20190529T135915811601
