Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7713      0.00        0.00    0.071063     0.000     0.000    67.142    25.079    0b1001    20190625T145719730074
  120      -4.5750      0.00        0.00    0.067762     0.025     0.062    67.515    25.079    0b1001    20190625T145720693160
  110      -4.1930      0.61        1.25    0.061437     0.000     0.000    68.248    25.079    0b1001    20190625T145721657153
  100      -3.8125      0.00        0.00    0.055081     0.029     0.063    69.216    25.111    0b1001    20190625T145722623267
   90      -3.4321      0.57        1.25    0.048750     0.000     0.000    70.403    25.079    0b1001    20190625T145723583247
   80      -3.0513      0.00        0.00    0.042438     0.000     0.000    71.900    25.111    0b1001    20190625T145724549858
   70      -2.6700      0.00        0.00    0.036125     0.000     0.000    73.910    25.111    0b1001    20190625T145725509847
   60      -2.2862      0.00        0.00    0.029813     0.000     0.000    76.688    25.111    0b1001    20190625T145726475928
   50      -1.9050      0.00        0.00    0.023500     0.000     0.000    81.064    25.111    0b1001    20190625T145727438937
   40      -1.5236      0.37        1.25    0.017194     0.019     0.063    88.615    25.111    0b1001    20190625T145728404805
   30      -1.1425      0.00        0.00    0.010938     0.000     0.000   104.457    25.111    0b1001    20190625T145729369531
   20      -0.7600      0.00        0.00    0.004712     0.031     0.063   161.273    25.111    0b1001    20190625T145730334957
   10      -0.3800      0.00        0.00    0.000000     0.000     0.000     1.000    25.111    0b1001    20190625T145731299508
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    25.111    0b1001    20190625T145732264869
