Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7775      0.00        0.00    0.068125     0.000     0.000    70.128    24.223    0b1111    20181005T195754417641
  120      -4.6863      0.00        0.00    0.066750     0.000     0.000    70.206    24.223    0b1111    20181005T195755472271
  110      -4.2942      0.61        1.25    0.061050     0.025     0.063    70.340    24.223    0b1111    20181005T195756522736
  100      -3.9033      0.61        1.25    0.055313     0.000     0.000    70.567    24.223    0b1111    20181005T195757574238
   90      -3.5125      0.00        0.00    0.049563     0.000     0.000    70.870    24.223    0b1111    20181005T195758626353
   80      -3.1212      0.00        0.00    0.043819     0.019     0.063    71.231    24.255    0b1111    20181005T195759681962
   70      -2.7300      0.00        0.00    0.038125     0.000     0.000    71.607    24.255    0b1111    20181005T195800742227
   60      -2.3367      0.61        1.25    0.032369     0.019     0.063    72.192    24.223    0b1111    20181005T195801801456
   50      -1.9469      0.62        1.25    0.026631     0.019     0.063    73.105    24.223    0b1111    20181005T195802863160
   40      -1.5570      0.61        1.25    0.020938     0.000     0.000    74.364    24.223    0b1111    20181005T195803922628
   30      -1.1675      0.00        0.00    0.015237     0.025     0.062    76.620    24.223    0b1111    20181005T195804982132
   20      -0.7775      0.00        0.00    0.009562     0.000     0.000    81.307    24.223    0b1111    20181005T195806044481
   10      -0.3866      0.57        1.25    0.003869     0.019     0.063    99.935    24.192    0b1111    20181005T195807106590
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.192    0b1111    20181005T195808166822
