CH# Threshold[DAC] Vset[DAC]     V[V]     I[A]     R[ohm]     T[C]           LUstate          Timestamp
14        543       150        2.3521    0.1092  21.5457    24.1915       0b00000001010000    20190530T152430004240
15        986       150        2.3527    0.4667   5.0416    24.1915      0b111111111110111    20190530T152430047080
 0        557       200        2.6183    0.1201  21.8036    24.1915       0b00000101010000    20190530T152442171242
 1       1042       200        2.5995    0.5153   5.0443    24.1915      0b101111101110101    20190530T152442214076
 2        557       200        2.6070    0.1192  21.8769    24.1915       0b00000101010000    20190530T152442256906
 3       1043       200        2.6138    0.5175   5.0507    24.1915      0b111111101110111    20190530T152442299696
 4        555       200        2.6032    0.1212  21.4849    24.1915       0b00000000000000    20190530T152442342587
 5       1040       200        2.5920    0.5152   5.0314    24.1915      0b101111101010101    20190530T152442385402
 6        556       200        2.5966    0.1177  22.0672    24.1915       0b00000000010000    20190530T152442428325
 7       1043       200        2.6010    0.5167   5.0342    24.1915      0b111111101110111    20190530T152442471211
 8        556       200        2.5882    0.1173  22.0589    24.1915       0b00000000010000    20190530T152442514024
 9       1038       200        2.5950    0.5151   5.0380    24.1915      0b101010101010101    20190530T152442556816
10        557       200        2.5770    0.1205  21.3859    24.1915       0b00000101010000    20190530T152442599713
11       1038       200        2.5838    0.5135   5.0316    24.1915      0b101010101010101    20190530T152442642555
12        558       200        2.5995    0.1193  21.7835    24.1915      0b100010101010101    20190530T152442685420
13       1042       200        2.6107    0.5150   5.0694    24.1915      0b101111101110101    20190530T152442728333
14        557       200        2.5920    0.1206  21.4955    24.1915       0b00000101010000    20190530T152442771147
15       1045       200        2.5920    0.5148   5.0355    24.1915      0b111111111111111    20190530T152442813929
 0        572       250        2.8605    0.1312  21.8081    24.1915       0b00010101010100    20190530T152454947180
 1       1100       250        2.8400    0.5633   5.0415    24.1915      0b111111101110101    20190530T152454990552
 2        570       250        2.8478    0.1304  21.8358    24.1915       0b00000000010000    20190530T152455033939
 3       1101       250        2.8538    0.5652   5.0495    24.1598      0b111111101110111    20190530T152455077307
 4        569       250        2.8461    0.1325  21.4800    24.1598       0b00000000000000    20190530T152455120637
 5       1096       250        2.8344    0.5633   5.0315    24.1598      0b101111101010101    20190530T152455164400
 6        570       250        2.8388    0.1292  21.9774    24.1915       0b00000000010000    20190530T152455207370
 7       1102       250        2.8434    0.5651   5.0318    24.1598      0b111111101111111    20190530T152455250248
 8        570       250        2.8268    0.1285  21.9981    24.1915       0b00000000010000    20190530T152455293065
 9       1094       250        2.8334    0.5626   5.0365    24.1598      0b101010101010101    20190530T152455335852
10        570       250        2.8140    0.1317  21.3722    24.1915       0b00000000010000    20190530T152455378932
11       1095       250        2.8232    0.5611   5.0316    24.1598      0b101011101010101    20190530T152455421789
12        572       250        2.8421    0.1308  21.7227    24.1915       0b00010101010100    20190530T152455464702
13       1099       250        2.8549    0.5633   5.0686    24.1281      0b101111101110101    20190530T152455507443
14        572       250        2.8335    0.1323  21.4253    24.1598       0b00010101010100    20190530T152455550325
15       1104       250        2.8352    0.5633   5.0337    24.1598      0b111111111111111    20190530T152455593063
