Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7788      0.00        0.00    0.081562     0.000     0.000    58.590    23.589    0b1001    20190530T144845868487
  120      -4.7560      0.50        1.25    0.081131     0.019     0.062    58.621    23.589    0b1001    20190530T144846836590
  110      -4.3612      0.00        0.00    0.074313     0.000     0.000    58.688    23.589    0b1001    20190530T144847794224
  100      -3.9650      0.00        0.00    0.067562     0.000     0.000    58.686    23.589    0b1001    20190530T144848748149
   90      -3.5700      0.00        0.00    0.060875     0.000     0.000    58.645    23.589    0b1001    20190530T144849705650
   80      -3.1737      0.00        0.00    0.054187     0.000     0.000    58.570    23.621    0b1001    20190530T144850666230
   70      -2.7775      0.00        0.00    0.047531     0.031     0.063    58.435    23.621    0b1001    20190530T144851626354
   60      -2.3788      0.00        0.00    0.040813     0.000     0.000    58.285    23.621    0b1001    20190530T144852585566
   50      -1.9825      0.00        0.00    0.034125     0.000     0.000    58.095    23.621    0b1001    20190530T144853543070
   40      -1.5850      0.00        0.00    0.027488     0.025     0.063    57.663    23.621    0b1001    20190530T144854503689
   30      -1.1888      0.00        0.00    0.020813     0.000     0.000    57.117    23.589    0b1001    20190530T144855465163
   20      -0.7912      0.00        0.00    0.014188     0.000     0.000    55.771    23.621    0b1001    20190530T144856420482
   10      -0.3950      0.00        0.00    0.007506     0.019     0.063    52.623    23.621    0b1001    20190530T144857377881
    0      -0.0000      0.00        0.00    0.000875     0.000     0.000    -0.000    23.621    0b1001    20190530T144858337689
