Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7634      0.57        1.25    0.075375     0.000     0.000    63.196    29.581     0b111    20190612T143613194417
  120      -4.7360      0.50        1.25    0.074969     0.031     0.062    63.173    29.581     0b111    20190612T143614167510
  110      -4.3413      0.00        0.00    0.069562     0.000     0.000    62.408    29.613     0b111    20190612T143615135244
  100      -3.9463      0.00        0.00    0.064125     0.000     0.000    61.540    29.581     0b111    20190612T143616093468
   90      -3.5514      0.38        1.25    0.058700     0.025     0.063    60.500    29.613     0b111    20190612T143617050821
   80      -3.1568      0.61        1.25    0.053312     0.000     0.000    59.212    29.581     0b111    20190612T143618009281
   70      -2.7612      0.00        0.00    0.047863     0.025     0.063    57.691    29.581     0b111    20190612T143618969544
   60      -2.3648      0.50        1.25    0.042419     0.029     0.063    55.748    29.581     0b111    20190612T143619928805
   50      -1.9700      0.00        0.00    0.037000     0.000     0.000    53.243    29.613     0b111    20190612T143620887027
   40      -1.5755      0.61        1.25    0.031563     0.000     0.000    49.917    29.581     0b111    20190612T143621846512
   30      -1.1813      0.00        0.00    0.026144     0.029     0.063    45.183    29.581     0b111    20190612T143622808868
   20      -0.7875      0.00        0.00    0.020750     0.000     0.000    37.952    29.581     0b111    20190612T143623768146
   10      -0.3925      0.00        0.00    0.015356     0.029     0.062    25.560    29.613     0b111    20190612T143624729114
    0      -0.0000      0.00        0.00    0.009938     0.000     0.000    -0.000    29.581     0b111    20190612T143625687843
