Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7837      0.00        0.00    0.051838     0.031     0.063    92.284    23.906       0b0    20190626T151025385128
  120      -4.5537      0.00        0.00    0.049375     0.000     0.000    92.228    23.874       0b0    20190626T151026351540
  110      -4.1725      0.00        0.00    0.045375     0.000     0.000    91.956    23.874       0b0    20190626T151027318534
  100      -3.7932      0.61        1.25    0.041375     0.000     0.000    91.680    23.874       0b0    20190626T151028287245
   90      -3.4138      0.00        0.00    0.037375     0.000     0.000    91.338    23.874       0b0    20190626T151029250011
   80      -3.0338      0.00        0.00    0.033375     0.000     0.000    90.899    23.874       0b0    20190626T151030204071
   70      -2.6537      0.00        0.00    0.029388     0.025     0.062    90.302    23.874       0b0    20190626T151031171662
   60      -2.2719      0.62        1.25    0.025375     0.000     0.000    89.532    23.874       0b0    20190626T151032134717
   50      -1.8925      0.00        0.00    0.021406     0.031     0.063    88.409    23.874       0b0    20190626T151033101479
   40      -1.5137      0.00        0.00    0.017437     0.000     0.000    86.810    23.874       0b0    20190626T151034063580
   30      -1.1350      0.00        0.00    0.013475     0.031     0.063    84.230    23.874       0b0    20190626T151035028697
   20      -0.7550      0.00        0.00    0.009562     0.000     0.000    78.954    23.874       0b0    20190626T151035992775
   10      -0.3763      0.00        0.00    0.005562     0.000     0.000    67.640    23.843       0b0    20190626T151036958167
    0      -0.0000      0.00        0.00    0.001625     0.000     0.000    -0.000    23.874       0b0    20190626T151037921151
