Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7769      0.62        1.25    0.074313     0.000     0.000    64.281    24.001    0b1001    20190528T133950059526
  120      -4.6051      0.37        1.25    0.071313     0.000     0.000    64.577    24.001    0b1001    20190528T133951019326
  110      -4.2200      0.00        0.00    0.064750     0.000     0.000    65.174    24.001    0b1001    20190528T133951978187
  100      -3.8363      0.00        0.00    0.058238     0.025     0.063    65.873    24.001    0b1001    20190528T133952934928
   90      -3.4525      0.00        0.00    0.051687     0.000     0.000    66.796    23.970    0b1001    20190528T133953890157
   80      -3.0688      0.00        0.00    0.045125     0.000     0.000    68.006    24.033    0b1001    20190528T133954849053
   70      -2.6839      0.38        1.25    0.038625     0.000     0.000    69.485    24.033    0b1001    20190528T133955807666
   60      -2.2975      0.00        0.00    0.032063     0.000     0.000    71.657    24.001    0b1001    20190528T133956764500
   50      -1.9142      0.61        1.25    0.025562     0.000     0.000    74.885    24.033    0b1001    20190528T133957723254
   40      -1.5312      0.00        0.00    0.019063     0.000     0.000    80.328    24.001    0b1001    20190528T133958683456
   30      -1.1475      0.00        0.00    0.012563     0.000     0.000    91.343    24.033    0b1001    20190528T133959639476
   20      -0.7638      0.00        0.00    0.006125     0.000     0.000   124.694    24.001    0b1001    20190528T134000598918
   10      -0.3801      0.38        1.25    0.000000     0.000     0.000     1.000    24.001    0b1001    20190528T134001556943
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.001    0b1001    20190528T134002515811
