Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7900      0.00        0.00    0.043812     0.000     0.000   109.330    23.526       0b0    20190409T190753480318
  120      -4.4704      0.57        1.25    0.040438     0.000     0.000   110.550    23.526       0b0    20190409T190754437544
  110      -4.0968      0.61        1.25    0.036563     0.000     0.000   112.048    23.494       0b0    20190409T190755390653
  100      -3.7250      0.00        0.00    0.032625     0.000     0.000   114.176    23.526       0b0    20190409T190756345106
   90      -3.3525      0.00        0.00    0.028744     0.019     0.063   116.634    23.526       0b0    20190409T190757300468
   80      -2.9788      0.00        0.00    0.024813     0.000     0.000   120.050    23.557       0b0    20190409T190758254319
   70      -2.6062      0.00        0.00    0.020938     0.000     0.000   124.478    23.526       0b0    20190409T190759205677
   60      -2.2312      0.00        0.00    0.017000     0.000     0.000   131.250    23.494       0b0    20190409T190800164036
   50      -1.8588      0.00        0.00    0.013125     0.000     0.000   141.619    23.526       0b0    20190409T190801119521
   40      -1.4863      0.00        0.00    0.009250     0.000     0.000   160.676    23.526       0b0    20190409T190802076506
   30      -1.1148      0.50        1.25    0.005375     0.000     0.000   207.395    23.557       0b0    20190409T190803031738
   20      -0.7420      0.61        1.25    0.001562     0.000     0.000   474.880    23.494       0b0    20190409T190803986389
   10      -0.3700      0.00        0.00    0.000000     0.000     0.000     1.000    23.526       0b0    20190409T190804943628
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    23.494       0b0    20190409T190805898818
