Vavg[V]      Itot[A]     Tboard[C]     Taux1[C]     Taux2[C]     LUstate              Timestamp
 2.25741     4.38250     29.93025      35.89093     35.47876    0b1111111111111111    20190611T103425426444
 2.25731     4.38083     29.96195      35.92264     35.47876    0b1111111111111111    20190611T103425847664
 2.25741     4.38167     29.96195      35.89093     35.47876    0b1111111111111111    20190611T103426267921
 2.25731     4.38333     29.99366      35.89093     35.47876    0b1111111111111111    20190611T103426688540
 2.25741     4.38250     29.99366      35.89093     35.47876    0b1111111111111111    20190611T103427107911
 2.25731     4.38167     29.99366      35.89093     35.51046    0b1111111111111111    20190611T103427527667
 2.25722     4.38250     29.99366      35.89093     35.51046    0b1111111111111111    20190611T103427951433
 2.25731     4.38333     30.02536      35.92264     35.51046    0b1111111111111111    20190611T103428371912
 2.25731     4.38250     30.02536      35.89093     35.51046    0b1111111111111111    20190611T103428790844
 2.25731     4.38167     30.05707      35.92264     35.51046    0b1111111111111111    20190611T103429210485
 2.25741     4.38167     30.08878      35.89093     35.51046    0b1111111111111111    20190611T103429630263
 2.25736     4.38083     30.08878      35.92264     35.51046    0b1111111111111111    20190611T103430049523
 2.25731     4.38333     30.08878      35.92264     35.51046    0b1111111111111111    20190611T103430469360
 2.25736     4.38250     30.08878      35.92264     35.51046    0b1111111111111111    20190611T103430888886
 2.25764     4.38333     31.00824      35.92264     35.54217    0b1111111111111111    20190611T103431309378
 2.25811     4.38167     32.84718      35.92264     35.51046    0b1111111111111111    20190611T103431730347
 2.25877     4.38333     35.16170      35.92264     35.57387    0b1111111111111111    20190611T103432150454
 2.25947     4.38667     37.38110      35.92264     35.54217    0b1111111111111111    20190611T103432570108
 2.26017     4.38750     39.25174      35.92264     35.54217    0b1111111111111111    20190611T103432991290
 2.26078     4.39083     41.18580      35.92264     35.54217    0b1111111111111111    20190611T103433410470
 2.26139     4.39000     43.02473      35.95434     35.57387    0b1111111111111111    20190611T103433831592
 2.26200     4.38833     45.14902      35.92264     35.57387    0b1111111111111111    20190611T103434250473
 2.26261     4.39250     46.63919      35.95434     35.57387    0b1111111111111111    20190611T103434671550
 2.26313     4.39250     48.98542      35.92264     35.57387    0b1111111111111111    20190611T103435091795
 2.26373     4.39417     50.50729      35.95434     35.57387    0b1111111111111111    20190611T103435512071
 2.26420     4.39500     51.01458      35.98605     35.57387    0b1111111111111111    20190611T103435932185
 2.26463     4.39417     51.80723      35.95434     35.57387    0b1111111111111111    20190611T103436353264
 2.26495     4.39500     53.20228      35.92264     35.57387    0b1111111111111111    20190611T103436774173
 2.26542     4.39667     54.59734      35.92264     35.57387    0b1111111111111111    20190611T103437194735
 2.26570     4.39750     55.96068      35.92264     35.57387    0b1111111111111111    20190611T103437614277
 2.26608     4.39833     56.68992      35.95434     35.57387    0b1111111111111111    20190611T103438034085
 2.26631     4.39833     57.57768      35.92264     35.60558    0b1111111111111111    20190611T103438458393
 2.26664     4.39833     58.84591      35.95434     35.57387    0b1111111111111111    20190611T103438879780
 2.26711     4.40000     59.79708      35.95434     35.60558    0b1111111111111111    20190611T103439299716
 2.26739     4.40083     59.44832      35.95434     35.60558    0b1111111111111111    20190611T103439719763
 2.26772     4.40167     59.35320      35.95434     35.60558    0b1111111111111111    20190611T103440139961
 2.26795     4.40167     59.89220      35.92264     35.57387    0b1111111111111111    20190611T103440560065
 2.26809     4.40250     60.77996      35.95434     35.63729    0b1111111111111111    20190611T103440980788
 2.26833     4.40417     60.71655      35.95434     35.57387    0b1111111111111111    20190611T103441400023
 2.26852     4.40417     61.38237      35.95434     35.60558    0b1111111111111111    20190611T103441819326
 2.26898     4.40333     62.68231      35.95434     35.60558    0b1111111111111111    20190611T103442239169
 2.26908     4.40333     63.53836      35.92264     35.60558    0b1111111111111111    20190611T103442658540
 2.26922     4.40417     64.36271      35.95434     35.63729    0b1111111111111111    20190611T103443078407
 2.26936     4.40417     64.52124      35.95434     35.60558    0b1111111111111111    20190611T103443498435
 2.26969     4.40500     64.93342      35.95434     35.60558    0b1111111111111111    20190611T103443918130
 2.26978     4.40667     65.15536      35.95434     35.63729    0b1111111111111111    20190611T103444337772
 2.27006     4.40750     65.02854      35.95434     35.60558    0b1111111111111111    20190611T103444758031
 2.27011     4.40583     65.78947      35.95434     35.63729    0b1111111111111111    20190611T103445176646
 2.27034     4.40667     66.10653      35.95434     35.60558    0b1111111111111111    20190611T103445596902
 2.27063     4.40833     66.26506      35.95434     35.63729    0b1111111111111111    20190611T103446017470
 0.22627     0.01750     66.64553      35.95434     35.63729    0b1111111111111111    20190611T103446438030
 0.00000    -0.07417     66.39188      35.95434     35.63729    0b1111111111111111    20190611T103446858399
