Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.8263      0.00        0.00    0.051269     0.029     0.063    94.136    28.757       0b0    20191210T123345540361
  120      -4.5700      0.00        0.00    0.048550     0.025     0.063    94.130    28.725       0b0    20191210T123346498961
  110      -4.1887      0.00        0.00    0.044500     0.000     0.000    94.129    28.694       0b0    20191210T123347457729
  100      -3.8075      0.00        0.00    0.040500     0.000     0.000    94.012    28.725       0b0    20191210T123348415100
   90      -3.4275      0.00        0.00    0.036500     0.000     0.000    93.904    28.725       0b0    20191210T123349372055
   80      -3.0475      0.00        0.00    0.032500     0.000     0.000    93.769    28.725       0b0    20191210T123350327309
   70      -2.6663      0.00        0.00    0.028513     0.025     0.062    93.512    28.694       0b0    20191210T123351287320
   60      -2.2838      0.00        0.00    0.024500     0.000     0.000    93.214    28.694       0b0    20191210T123352244908
   50      -1.9025      0.00        0.00    0.020556     0.019     0.063    92.551    28.725       0b0    20191210T123353202520
   40      -1.5217      0.61        1.25    0.016563     0.000     0.000    91.879    28.694       0b0    20191210T123354159630
   30      -1.1412      0.00        0.00    0.012606     0.029     0.063    90.530    28.662       0b0    20191210T123355115611
   20      -0.7600      0.00        0.00    0.008688     0.000     0.000    87.482    28.694       0b0    20191210T123356073355
   10      -0.3800      0.00        0.00    0.004744     0.019     0.063    80.105    28.662       0b0    20191210T123357036855
    0      -0.0000      0.00        0.00    0.000806     0.019     0.063    -0.000    28.662       0b0    20191210T123358003598
