Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7788      0.00        0.00    0.079938     0.000     0.000    59.781    23.621    0b1001    20190416T111936894719
  120      -4.6063      0.00        0.00    0.077000     0.000     0.000    59.821    23.621    0b1001    20190416T111937859447
  110      -4.2205      0.61        1.25    0.070513     0.025     0.063    59.855    23.621    0b1001    20190416T111938823432
  100      -3.8364      0.37        1.25    0.064063     0.000     0.000    59.885    23.653    0b1001    20190416T111939790417
   90      -3.4525      0.00        0.00    0.057625     0.000     0.000    59.913    23.621    0b1001    20190416T111940750059
   80      -3.0688      0.00        0.00    0.051187     0.000     0.000    59.951    23.621    0b1001    20190416T111941719010
   70      -2.6837      0.00        0.00    0.044750     0.000     0.000    59.972    23.621    0b1001    20190416T111942685003
   60      -2.2963      0.00        0.00    0.038312     0.000     0.000    59.935    23.653    0b1001    20190416T111943642737
   50      -1.9125      0.00        0.00    0.031875     0.000     0.000    60.000    23.653    0b1001    20190416T111944598845
   40      -1.5300      0.00        0.00    0.025438     0.000     0.000    60.147    23.653    0b1001    20190416T111945553666
   30      -1.1450      0.00        0.00    0.019063     0.000     0.000    60.066    23.653    0b1001    20190416T111946507526
   20      -0.7613      0.00        0.00    0.012688     0.000     0.000    60.000    23.684    0b1001    20190416T111947464675
   10      -0.3772      0.50        1.25    0.006262     0.025     0.063    60.240    23.653    0b1001    20190416T111948418784
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    23.653    0b1001    20190416T111949373104
