Vavg[V]      Itot[A]     Tboard[C]     Taux1[C]     Taux2[C]     LUstate              Timestamp
 2.25103     4.38167     22.54280      28.66202     28.31325    0b1111111111111111    20190531T104238063098
 2.25108     4.38167     22.54280      28.69372     28.31325    0b1111111111111111    20190531T104238482561
 2.25108     4.38083     22.57451      28.69372     28.31325    0b1111111111111111    20190531T104238902973
 2.25108     4.38000     22.57451      28.66202     28.31325    0b1111111111111111    20190531T104239321815
 2.25117     4.38000     22.60621      28.69372     28.31325    0b1111111111111111    20190531T104239742535
 2.25108     4.38000     22.57451      28.69372     28.31325    0b1111111111111111    20190531T104240161921
 2.25113     4.38167     22.60621      28.66202     28.34496    0b1111111111111111    20190531T104240580154
 2.25117     4.38083     22.70133      28.66202     28.37666    0b1111111111111111    20190531T104240998316
 2.25145     4.38000     23.24033      28.72543     28.34496    0b1111111111111111    20190531T104241416637
 2.25173     4.38000     24.12809      28.69372     28.34496    0b1111111111111111    20190531T104241835900
 2.25206     4.38083     28.37666      28.69372     28.34496    0b1111111111111111    20190531T104242254905
 2.25183     4.38250     23.74762      28.69372     28.34496    0b1111111111111111    20190531T104242676243
 2.25211     4.38167     23.68421      28.69372     28.34496    0b1111111111111111    20190531T104243095885
 2.25263     4.38333     25.84020      28.72543     28.37666    0b1111111111111111    20190531T104243516747
 2.25319     4.38500     28.82055      28.69372     28.37666    0b1111111111111111    20190531T104243937023
 2.25361     4.38583     30.69119      28.72543     32.43500    0b1111111111111111    20190531T104244356893
 2.25422     4.38667     32.37159      28.69372     28.40837    0b1111111111111111    20190531T104244775337
 2.25497     4.38917     33.25935      28.69372     28.37666    0b1111111111111111    20190531T104245194078
 2.25548     4.39000     34.90805      28.69372     24.35003    0b1111111111111111    20190531T104245613824
 2.25581     4.38750     36.11287      28.69372     32.43500    0b1111111111111111    20190531T104246034208
 2.25614     4.39167     36.39822      28.72543     28.37666    0b1111111111111111    20190531T104246453168
 2.25647     4.39167     37.47622      28.72543     24.35003    0b1111111111111111    20190531T104246873731
 2.25675     4.39083     38.74445      28.69372     28.40837    0b1111111111111111    20190531T104247293617
 2.25703     4.39250     39.72733      28.75713     28.40837    0b1111111111111111    20190531T104247714172
 2.25736     4.39167     41.21750      28.72543     28.40837    0b1111111111111111    20190531T104248133680
 2.25759     4.39250     42.29550      28.75713     28.40837    0b1111111111111111    20190531T104248553403
 2.25792     4.39500     43.18326      28.72543     28.44008    0b1111111111111111    20190531T104248979179
 2.25802     4.39417     44.10273      28.72543     28.44008    0b1111111111111111    20190531T104249402843
 2.25839     4.39417     45.08561      28.75713     28.44008    0b1111111111111111    20190531T104249826794
 2.25853     4.39417     45.87825      28.72543     28.44008    0b1111111111111111    20190531T104250251430
 2.25877     4.39417     46.82942      28.72543     28.44008    0b1111111111111111    20190531T104250671873
 2.25909     4.39583     47.62207      28.72543     28.47178    0b1111111111111111    20190531T104251092105
 2.25923     4.39667     48.35130      28.75713     28.47178    0b1111111111111111    20190531T104251513145
 2.25942     4.39833     49.23906      28.72543     28.47178    0b1111111111111111    20190531T104251933640
 2.25970     4.39667     50.12682      28.72543     28.44008    0b1111111111111111    20190531T104252353006
 2.25980     4.40000     51.23653      28.72543     28.44008    0b1111111111111111    20190531T104252772840
 2.26003     4.39917     51.80723      28.75713     28.47178    0b1111111111111111    20190531T104253193477
 2.26017     4.39833     52.34623      28.75713     28.50349    0b1111111111111111    20190531T104253614925
 2.26031     4.39833     52.72670      28.75713     28.47178    0b1111111111111111    20190531T104254034932
 2.26050     4.39833     53.13887      28.75713     28.47178    0b1111111111111111    20190531T104254455730
