Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7875      0.00        0.00    0.057775     0.031     0.063    82.865    25.111     0b111    20190523T114253797000
  120      -4.5400      0.00        0.00    0.054375     0.000     0.000    83.494    25.143     0b111    20190523T114254756072
  110      -4.1600      0.00        0.00    0.049238     0.025     0.063    84.488    25.143     0b111    20190523T114255715935
  100      -3.7815      0.50        1.25    0.044062     0.000     0.000    85.821    25.111     0b111    20190523T114256674813
   90      -3.4037      0.00        0.00    0.038875     0.000     0.000    87.556    25.143     0b111    20190523T114257634887
   80      -3.0250      0.00        0.00    0.033750     0.000     0.000    89.630    25.143     0b111    20190523T114258596883
   70      -2.6459      0.57        1.25    0.028562     0.000     0.000    92.635    25.111     0b111    20190523T114259554152
   60      -2.2650      0.00        0.00    0.023375     0.000     0.000    96.898    25.143     0b111    20190523T114300515238
   50      -1.8865      0.50        1.25    0.018237     0.025     0.062   103.441    25.143     0b111    20190523T114301475949
   40      -1.5087      0.00        0.00    0.013063     0.000     0.000   115.502    25.143     0b111    20190523T114302436226
   30      -1.1312      0.00        0.00    0.007925     0.025     0.063   142.744    25.143     0b111    20190523T114303395841
   20      -0.7525      0.00        0.00    0.002812     0.000     0.000   267.556    25.143     0b111    20190523T114304356079
   10      -0.3750      0.00        0.00    0.000000     0.000     0.000     1.000    25.143     0b111    20190523T114305316929
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    25.143     0b111    20190523T114306278038
