Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7750      0.00        0.00    0.059750     0.000     0.000    79.916    24.382       0b0    20190531T122428202671
  120      -4.5763      0.00        0.00    0.057625     0.000     0.000    79.414    24.350       0b0    20190531T122429161149
  110      -4.1938      0.00        0.00    0.053606     0.029     0.063    78.232    24.382       0b0    20190531T122430117013
  100      -3.8125      0.00        0.00    0.049563     0.000     0.000    76.923    24.382       0b0    20190531T122431071828
   90      -3.4312      0.00        0.00    0.045500     0.000     0.000    75.412    24.382       0b0    20190531T122432027860
   80      -3.0498      0.50        1.25    0.041500     0.000     0.000    73.488    24.350       0b0    20190531T122432986048
   70      -2.6675      0.00        0.00    0.037438     0.000     0.000    71.252    24.350       0b0    20190531T122433941656
   60      -2.2838      0.00        0.00    0.033375     0.000     0.000    68.427    24.350       0b0    20190531T122434898897
   50      -1.9025      0.00        0.00    0.029375     0.000     0.000    64.766    24.350       0b0    20190531T122435856362
   40      -1.5212      0.00        0.00    0.025319     0.019     0.063    60.084    24.350       0b0    20190531T122436815514
   30      -1.1398      0.50        1.25    0.021313     0.000     0.000    53.478    24.382       0b0    20190531T122437774228
   20      -0.7588      0.00        0.00    0.017313     0.000     0.000    43.827    24.350       0b0    20190531T122438734376
   10      -0.3775      0.00        0.00    0.013313     0.000     0.000    28.357    24.350       0b0    20190531T122439693115
    0      -0.0000      0.00        0.00    0.009250     0.000     0.000    -0.000    20.292       0b0    20190531T122440650820
