Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7665      0.50        1.25    0.064881     0.019     0.063    73.465    24.192       0b0    20190412T111425086747
  120      -4.6988      0.00        0.00    0.064125     0.000     0.000    73.275    24.160       0b0    20190412T111426044723
  110      -4.3070      0.61        1.25    0.059981     0.029     0.063    71.806    24.192       0b0    20190412T111427000487
  100      -3.9150      0.00        0.00    0.055813     0.000     0.000    70.146    24.160       0b0    20190412T111427954694
   90      -3.5250      0.00        0.00    0.051625     0.000     0.000    68.281    24.192       0b0    20190412T111428908952
   80      -3.1337      0.00        0.00    0.047500     0.000     0.000    65.974    24.192       0b0    20190412T111429864791
   70      -2.7416      0.57        1.25    0.043369     0.019     0.063    63.217    24.192       0b0    20190412T111430822524
   60      -2.3476      0.37        1.25    0.039187     0.000     0.000    59.907    24.192       0b0    20190412T111431776922
   50      -1.9565      0.50        1.25    0.035063     0.000     0.000    55.800    24.160       0b0    20190412T111432730904
   40      -1.5650      0.00        0.00    0.030888     0.025     0.062    50.668    24.160       0b0    20190412T111433688038
   30      -1.1738      0.00        0.00    0.026769     0.029     0.062    43.848    24.192       0b0    20190412T111434648491
   20      -0.7812      0.00        0.00    0.022687     0.000     0.000    34.435    24.160       0b0    20190412T111435608631
   10      -0.3887      0.00        0.00    0.018556     0.019     0.063    20.950    24.160       0b0    20190412T111436566868
    0      -0.0000      0.00        0.00    0.014375     0.000     0.000    -0.000    24.160       0b0    20190412T111437523698
