Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7575      0.00        0.00    0.079063     0.000     0.000    60.174    24.604    0b1001    20181030T144823400104
  120      -4.4721      0.57        1.25    0.074187     0.000     0.000    60.281    24.604    0b1001    20181030T144824356701
  110      -4.0988      0.00        0.00    0.067869     0.019     0.062    60.392    24.604    0b1001    20181030T144825314819
  100      -3.7263      0.00        0.00    0.061519     0.029     0.063    60.571    24.604    0b1001    20181030T144826269917
   90      -3.3538      0.00        0.00    0.055200     0.025     0.063    60.756    24.667    0b1001    20181030T144827225407
   80      -2.9812      0.00        0.00    0.048881     0.019     0.063    60.990    24.667    0b1001    20181030T144828179887
   70      -2.6084      0.57        1.25    0.042563     0.000     0.000    61.283    24.635    0b1001    20181030T144829137370
   60      -2.2338      0.00        0.00    0.036250     0.000     0.000    61.621    24.635    0b1001    20181030T144830092480
   50      -1.8611      0.37        1.25    0.029937     0.000     0.000    62.167    24.667    0b1001    20181030T144831046840
   40      -1.4886      0.37        1.25    0.023681     0.019     0.063    62.861    24.635    0b1001    20181030T144832001826
   30      -1.1163      0.00        0.00    0.017375     0.000     0.000    64.245    24.667    0b1001    20181030T144832960222
   20      -0.7438      0.00        0.00    0.011137     0.025     0.063    66.779    24.667    0b1001    20181030T144833917331
   10      -0.3712      0.00        0.00    0.004875     0.000     0.000    76.154    24.699    0b1001    20181030T144834872193
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.667    0b1001    20181030T144835826300
