Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7713      0.00        0.00    0.064569     0.019     0.063    73.894    24.635       0b0    20181030T121034471820
  120      -4.5800      0.00        0.00    0.062494     0.019     0.063    73.287    24.635       0b0    20181030T121035428334
  110      -4.1975      0.00        0.00    0.058387     0.025     0.063    71.890    24.635       0b0    20181030T121036386569
  100      -3.8160      0.50        1.25    0.054312     0.000     0.000    70.260    24.635       0b0    20181030T121037343430
   90      -3.4337      0.00        0.00    0.050250     0.000     0.000    68.333    24.635       0b0    20181030T121038300413
   80      -3.0517      0.61        1.25    0.046200     0.025     0.062    66.055    24.635       0b0    20181030T121039261398
   70      -2.6698      0.50        1.25    0.042187     0.000     0.000    63.283    24.604       0b0    20181030T121040216634
   60      -2.2850      0.00        0.00    0.038125     0.000     0.000    59.934    24.604       0b0    20181030T121041173329
   50      -1.9025      0.00        0.00    0.034063     0.000     0.000    55.853    24.604       0b0    20181030T121042133875
   40      -1.5211      0.37        1.25    0.030062     0.000     0.000    50.599    24.604       0b0    20181030T121043092298
   30      -1.1387      0.00        0.00    0.026000     0.000     0.000    43.798    24.635       0b0    20181030T121044049447
   20      -0.7551      0.37        1.25    0.022006     0.019     0.063    34.314    24.604       0b0    20181030T121045007185
   10      -0.3738      0.00        0.00    0.017994     0.019     0.062    20.771    24.604       0b0    20181030T121045962928
    0      -0.0000      0.00        0.00    0.013938     0.000     0.000    -0.000    24.604       0b0    20181030T121046920272
