Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7600      0.00        0.00    0.082250     0.000     0.000    57.872    24.382    0b1001    20181005T190846434736
  120      -4.7475      0.00        0.00    0.082000     0.000     0.000    57.896    24.413    0b1001    20181005T190847485372
  110      -4.4688      0.00        0.00    0.077187     0.000     0.000    57.895    24.413    0b1001    20181005T190848539355
  100      -4.0613      0.00        0.00    0.070250     0.000     0.000    57.811    24.445    0b1001    20181005T190849592442
   90      -3.6562      0.00        0.00    0.063363     0.025     0.062    57.704    24.445    0b1001    20181005T190850642536
   80      -3.2504      0.57        1.25    0.056437     0.000     0.000    57.592    24.445    0b1001    20181005T190851703294
   70      -2.8450      0.00        0.00    0.049563     0.000     0.000    57.402    24.413    0b1001    20181005T190852763654
   60      -2.4363      0.00        0.00    0.042644     0.029     0.063    57.130    24.445    0b1001    20181005T190853823926
   50      -2.0287      0.00        0.00    0.035750     0.000     0.000    56.748    24.413    0b1001    20181005T190854885952
   40      -1.6225      0.00        0.00    0.028875     0.000     0.000    56.190    24.445    0b1001    20181005T190855942110
   30      -1.2163      0.00        0.00    0.022000     0.000     0.000    55.284    24.413    0b1001    20181005T190856994230
   20      -0.8088      0.00        0.00    0.015188     0.000     0.000    53.251    24.445    0b1001    20181005T190858044068
   10      -0.4037      0.00        0.00    0.008313     0.000     0.000    48.571    24.413    0b1001    20181005T190859095322
    0      -0.0000      0.00        0.00    0.001500     0.000     0.000    -0.000    24.413    0b1001    20181005T190900147275
