Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7737      0.00        0.00    0.059356     0.029     0.062    80.425    25.618     0b111    20181011T153259897615
  120      -4.4500      0.00        0.00    0.054875     0.000     0.000    81.093    25.618     0b111    20181011T153300951153
  110      -4.0775      0.00        0.00    0.049750     0.000     0.000    81.960    25.587     0b111    20181011T153302002888
  100      -3.7065      0.50        1.25    0.044625     0.000     0.000    83.059    25.587     0b111    20181011T153303054616
   90      -3.3363      0.00        0.00    0.039531     0.031     0.063    84.395    25.555     0b111    20181011T153304107220
   80      -2.9650      0.00        0.00    0.034438     0.000     0.000    86.098    25.555     0b111    20181011T153305162050
   70      -2.5938      0.00        0.00    0.029325     0.025     0.063    88.448    25.555     0b111    20181011T153306215149
   60      -2.2200      0.00        0.00    0.024200     0.025     0.063    91.736    25.491     0b111    20181011T153307265558
   50      -1.8488      0.00        0.00    0.019125     0.000     0.000    96.667    25.491     0b111    20181011T153308316815
   40      -1.4788      0.00        0.00    0.014044     0.029     0.062   105.296    25.491     0b111    20181011T153309368737
   30      -1.1075      0.00        0.00    0.008937     0.000     0.000   123.916    25.491     0b111    20181011T153310420497
   20      -0.7362      0.00        0.00    0.003925     0.025     0.063   187.580    25.460     0b111    20181011T153311483190
   10      -0.3650      0.00        0.00    0.000000     0.000     0.000     1.000    25.460     0b111    20181011T153312544717
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    25.428     0b111    20181011T153313604447
