Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7573      0.50        1.25    0.080500     0.000     0.000    59.096    24.065    0b1001    20190911T082604956013
  120      -4.5225      0.00        0.00    0.076456     0.029     0.062    59.151    24.065    0b1001    20190911T082605923905
  110      -4.1450      0.00        0.00    0.070063     0.000     0.000    59.161    24.065    0b1001    20190911T082606887382
  100      -3.7687      0.00        0.00    0.063656     0.031     0.062    59.205    24.096    0b1001    20190911T082607856100
   90      -3.3916      0.57        1.25    0.057250     0.000     0.000    59.242    24.065    0b1001    20190911T082608818817
   80      -3.0150      0.00        0.00    0.050875     0.000     0.000    59.263    24.096    0b1001    20190911T082609783563
   70      -2.6379      0.57        1.25    0.044487     0.025     0.062    59.295    24.096    0b1001    20190911T082610754595
   60      -2.2587      0.00        0.00    0.038062     0.000     0.000    59.343    24.096    0b1001    20190911T082611723566
   50      -1.8817      0.61        1.25    0.031687     0.000     0.000    59.385    24.096    0b1001    20190911T082612687912
   40      -1.5050      0.00        0.00    0.025312     0.000     0.000    59.457    24.096    0b1001    20190911T082613651893
   30      -1.1300      0.00        0.00    0.018931     0.019     0.063    59.690    24.096    0b1001    20190911T082614616463
   20      -0.7512      0.00        0.00    0.012619     0.019     0.063    59.534    24.128    0b1001    20190911T082615581356
   10      -0.3763      0.00        0.00    0.006250     0.000     0.000    60.200    24.096    0b1001    20190911T082616545728
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.096    0b1001    20190911T082617510835
