Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7723      0.50        1.25    0.058887     0.025     0.063    81.040    30.342     0b111    20190611T123246746209
  120      -4.6750      0.00        0.00    0.057525     0.031     0.062    81.269    30.374     0b111    20190611T123247706075
  110      -4.2839      0.37        1.25    0.052125     0.000     0.000    82.185    30.374     0b111    20190611T123248664036
  100      -3.8942      0.61        1.25    0.046687     0.000     0.000    83.411    30.374     0b111    20190611T123249623009
   90      -3.5050      0.00        0.00    0.041312     0.000     0.000    84.841    30.374     0b111    20190611T123250592429
   80      -3.1139      0.38        1.25    0.035875     0.000     0.000    86.798    30.406     0b111    20190611T123251560922
   70      -2.7237      0.00        0.00    0.030500     0.000     0.000    89.303    30.374     0b111    20190611T123252522746
   60      -2.3313      0.00        0.00    0.025062     0.000     0.000    93.017    30.374     0b111    20190611T123253482360
   50      -1.9413      0.00        0.00    0.019688     0.000     0.000    98.603    30.406     0b111    20190611T123254442898
   40      -1.5525      0.00        0.00    0.014313     0.000     0.000   108.472    30.406     0b111    20190611T123255395735
   30      -1.1638      0.00        0.00    0.008956     0.029     0.063   129.937    30.406     0b111    20190611T123256357791
   20      -0.7737      0.00        0.00    0.003625     0.000     0.000   213.448    30.406     0b111    20190611T123257319166
   10      -0.3850      0.00        0.00    0.000000     0.000     0.000     1.000    30.406     0b111    20190611T123258280298
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    30.374     0b111    20190611T123259239281
