Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7638      0.00        0.00    0.064694     0.019     0.063    73.635    23.811     0b111    20190523T104508708122
  120      -4.6050      0.00        0.00    0.062500     0.000     0.000    73.680    23.811     0b111    20190523T104509666646
  110      -4.2212      0.00        0.00    0.057250     0.000     0.000    73.734    23.811     0b111    20190523T104510628241
  100      -3.8375      0.00        0.00    0.052000     0.000     0.000    73.798    23.811     0b111    20190523T104511587372
   90      -3.4550      0.00        0.00    0.046750     0.000     0.000    73.904    23.843     0b111    20190523T104512547209
   80      -3.0712      0.00        0.00    0.041537     0.031     0.063    73.939    23.811     0b111    20190523T104513505039
   70      -2.6875      0.00        0.00    0.036306     0.019     0.063    74.023    23.843     0b111    20190523T104514465555
   60      -2.3017      0.61        1.25    0.031000     0.000     0.000    74.250    23.843     0b111    20190523T104515426457
   50      -1.9175      0.00        0.00    0.025794     0.029     0.062    74.340    23.843     0b111    20190523T104516384987
   40      -1.5337      0.00        0.00    0.020563     0.000     0.000    74.590    23.811     0b111    20190523T104517343258
   30      -1.1495      0.61        1.25    0.015313     0.000     0.000    75.069    23.843     0b111    20190523T104518303122
   20      -0.7650      0.00        0.00    0.010144     0.029     0.063    75.416    23.843     0b111    20190523T104519261109
   10      -0.3813      0.00        0.00    0.004937     0.000     0.000    77.215    23.843     0b111    20190523T104520221710
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    23.874     0b111    20190523T104521180320
