Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7900      0.00        0.00    0.048188     0.000     0.000    99.403    24.984       0b0    20190607T140245781560
  120      -4.5913      0.00        0.00    0.046062     0.000     0.000    99.674    24.952       0b0    20190607T140246741999
  110      -4.2075      0.00        0.00    0.042050     0.025     0.063   100.059    24.984       0b0    20190607T140247702004
  100      -3.8250      0.00        0.00    0.038000     0.000     0.000   100.658    24.984       0b0    20190607T140248659522
   90      -3.4425      0.00        0.00    0.033938     0.000     0.000   101.436    24.984       0b0    20190607T140249615702
   80      -3.0600      0.00        0.00    0.029937     0.000     0.000   102.213    24.952       0b0    20190607T140250571415
   70      -2.6774      0.38        1.25    0.025875     0.000     0.000   103.473    24.984       0b0    20190607T140251530174
   60      -2.2924      0.37        1.25    0.021813     0.000     0.000   105.095    24.952       0b0    20190607T140252488794
   50      -1.9087      0.00        0.00    0.017813     0.000     0.000   107.158    24.952       0b0    20190607T140253447497
   40      -1.5264      0.37        1.25    0.013800     0.025     0.062   110.607    24.984       0b0    20190607T140254405381
   30      -1.1450      0.00        0.00    0.009756     0.019     0.063   117.361    24.952       0b0    20190607T140255364991
   20      -0.7613      0.00        0.00    0.005800     0.025     0.063   131.250    24.952       0b0    20190607T140256323474
   10      -0.3800      0.00        0.00    0.001750     0.000     0.000   217.143    24.952       0b0    20190607T140257279306
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.952       0b0    20190607T140258238952
