Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7584      0.57        1.25    0.079812     0.000     0.000    59.619    24.223    0b1001    20190523T110107216020
  120      -4.6050      0.00        0.00    0.077238     0.025     0.063    59.621    24.223    0b1001    20190523T110108188490
  110      -4.2212      0.00        0.00    0.070750     0.000     0.000    59.664    24.223    0b1001    20190523T110109154063
  100      -3.8375      0.00        0.00    0.064250     0.000     0.000    59.728    24.255    0b1001    20190523T110110121800
   90      -3.4550      0.00        0.00    0.057813     0.000     0.000    59.762    24.255    0b1001    20190523T110111089591
   80      -3.0712      0.00        0.00    0.051319     0.019     0.063    59.847    24.223    0b1001    20190523T110112056654
   70      -2.6875      0.00        0.00    0.044875     0.000     0.000    59.889    24.255    0b1001    20190523T110113015757
   60      -2.3022      0.50        1.25    0.038375     0.000     0.000    59.993    24.255    0b1001    20190523T110113976868
   50      -1.9175      0.00        0.00    0.031938     0.000     0.000    60.039    24.255    0b1001    20190523T110114936359
   40      -1.5337      0.00        0.00    0.025481     0.029     0.063    60.191    24.255    0b1001    20190523T110115896813
   30      -1.1496      0.57        1.25    0.019012     0.025     0.063    60.467    24.255    0b1001    20190523T110116855597
   20      -0.7650      0.00        0.00    0.012625     0.000     0.000    60.594    24.287    0b1001    20190523T110117813448
   10      -0.3813      0.00        0.00    0.006187     0.000     0.000    61.616    24.255    0b1001    20190523T110118774250
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.255    0b1001    20190523T110119731261
