Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7537      0.00        0.00    0.078431     0.019     0.063    60.610    24.065    0b1001    20190626T145800496939
  120      -4.4630      0.61        1.25    0.073438     0.000     0.000    60.773    24.065    0b1001    20190626T145801463914
  110      -4.0909      0.57        1.25    0.067125     0.000     0.000    60.944    24.096    0b1001    20190626T145802428897
  100      -3.7194      0.63        1.25    0.060819     0.019     0.062    61.155    24.065    0b1001    20190626T145803397025
   90      -3.3487      0.00        0.00    0.054562     0.000     0.000    61.375    24.096    0b1001    20190626T145804359697
   80      -2.9765      0.50        1.25    0.048250     0.000     0.000    61.689    24.065    0b1001    20190626T145805323727
   70      -2.6050      0.00        0.00    0.041975     0.031     0.062    62.061    24.096    0b1001    20190626T145806289791
   60      -2.2312      0.00        0.00    0.035625     0.000     0.000    62.632    24.096    0b1001    20190626T145807254067
   50      -1.8600      0.00        0.00    0.029375     0.000     0.000    63.319    24.096    0b1001    20190626T145808222509
   40      -1.4875      0.00        0.00    0.023062     0.000     0.000    64.499    24.065    0b1001    20190626T145809185252
   30      -1.1163      0.00        0.00    0.016781     0.031     0.063    66.518    24.096    0b1001    20190626T145810151276
   20      -0.7438      0.00        0.00    0.010519     0.029     0.063    70.707    24.065    0b1001    20190626T145811114260
   10      -0.3725      0.00        0.00    0.004250     0.000     0.000    87.647    24.065    0b1001    20190626T145812079496
    0      -0.0001      0.38        1.25    0.000000     0.000     0.000     1.000    24.065    0b1001    20190626T145813043815
