Vavg[V]      Itot[A]     Tboard[C]     Taux1[C]     Taux2[C]     LUstate              Timestamp
 2.24484     4.38583     23.39886      29.16931     28.15472    0b1111111111111111    20190626T143753509587
 2.24484     4.38750     23.39886      29.13760     28.15472    0b1111111111111111    20190626T143753931804
 2.24480     4.38750     23.39886      29.13760     28.15472    0b1111111111111111    20190626T143754354510
 2.24480     4.38750     23.43056      29.16931     28.12302    0b1111111111111111    20190626T143754778944
 2.24484     4.38667     23.43056      29.16931     28.18643    0b1111111111111111    20190626T143755202342
 2.24489     4.38667     25.14268      29.16931     28.15472    0b1111111111111111    20190626T143755625896
 2.24489     4.38750     27.26696      29.20101     28.15472    0b1111111111111111    20190626T143756050652
 2.24522     4.38750     29.04249      29.16931     28.18643    0b1111111111111111    20190626T143756480315
 2.24545     4.38750     31.32530      29.16931     28.15472    0b1111111111111111    20190626T143756906014
 2.24569     4.38500     33.22765      29.16931     28.18643    0b1111111111111111    20190626T143757330364
 2.24583     4.38750     34.90805      29.20101     28.15472    0b1111111111111111    20190626T143757755904
 2.24616     4.38750     36.58846      29.16931     28.15472    0b1111111111111111    20190626T143758178297
 2.24620     4.38750     38.07863      29.20101     28.15472    0b1111111111111111    20190626T143758602874
 2.24644     4.38667     39.50539      29.20101     28.15472    0b1111111111111111    20190626T143759027750
 2.24667     4.39000     40.86874      29.20101     28.18643    0b1111111111111111    20190626T143759452086
 2.24672     4.38750     42.13697      29.20101     28.18643    0b1111111111111111    20190626T143759876732
 2.24677     4.38917     43.34179      29.23272     28.15472    0b1111111111111111    20190626T143800301765
 2.24705     4.38917     44.38808      29.20101     28.15472    0b1111111111111111    20190626T143800724960
 2.24714     4.39083     45.49778      29.20101     28.18643    0b1111111111111111    20190626T143801148843
 2.24728     4.39000     46.51237      29.16931     28.12302    0b1111111111111111    20190626T143801573480
 2.24737     4.39333     47.46354      29.23272     28.15472    0b1111111111111111    20190626T143801996310
 2.24752     4.39250     48.22448      29.23272     28.15472    0b1111111111111111    20190626T143802423703
 2.24756     4.39000     49.01712      29.23272     28.15472    0b1111111111111111    20190626T143802851802
 2.24770     4.38917     49.80977      29.23272     28.15472    0b1111111111111111    20190626T143803276666
 2.24789     4.39167     50.57070      29.20101     28.15472    0b1111111111111111    20190626T143803701698
 2.24803     4.39083     51.36335      29.23272     28.18643    0b1111111111111111    20190626T143804123802
