Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7687      0.00        0.00    0.070438     0.000     0.000    67.702    24.350     0b111    20190528T140942940829
  120      -4.5838      0.00        0.00    0.067875     0.000     0.000    67.532    24.350     0b111    20190528T140943899457
  110      -4.2000      0.00        0.00    0.062587     0.031     0.063    67.106    24.350     0b111    20190528T140944858706
  100      -3.8175      0.00        0.00    0.057313     0.000     0.000    66.609    24.382     0b111    20190528T140945817672
   90      -3.4358      0.61        1.25    0.052062     0.000     0.000    65.993    24.350     0b111    20190528T140946778443
   80      -3.0538      0.00        0.00    0.046812     0.000     0.000    65.234    24.350     0b111    20190528T140947738041
   70      -2.6703      0.50        1.25    0.041569     0.019     0.063    64.237    24.382     0b111    20190528T140948696366
   60      -2.2859      0.57        1.25    0.036313     0.000     0.000    62.950    24.350     0b111    20190528T140949655650
   50      -1.9031      0.62        1.25    0.031062     0.000     0.000    61.268    24.350     0b111    20190528T140950614741
   40      -1.5210      0.50        1.25    0.025869     0.019     0.063    58.797    24.350     0b111    20190528T140951571719
   30      -1.1386      0.37        1.25    0.020625     0.000     0.000    55.206    24.350     0b111    20190528T140952533575
   20      -0.7562      0.00        0.00    0.015444     0.019     0.062    48.968    24.350     0b111    20190528T140953499094
   10      -0.3738      0.00        0.00    0.010250     0.000     0.000    36.463    24.350     0b111    20190528T140954467095
    0      -0.0000      0.00        0.00    0.005037     0.031     0.063    -0.000    24.350     0b111    20190528T140955438564
